도로명대지위치,주용도코드명,세대수,연면적(㎡),위도,경도,가중치,UTM_X,UTM_Y
경상북도 영주시 숫골길16번길 21-1 (영주동),단독주택,1,41.65,36.8285667664128,128.622966752233,0.6380874033769178,1100142.8556485944,1870628.2805018537
경상북도 영주시 숫골길24번길 7-4 (영주동),단독주택,1,19.83,36.8291824696478,128.622488169733,0.7156200364120039,1100099.3733001389,1870696.0828351702
경상북도 영주시 숫골길24번길 20-3 (영주동),단독주택,1,33.0,36.8287924067577,128.623116440424,0.6380874033769178,1100155.9107255808,1870653.4690238854
경상북도 영주시 숫골길24번길 7-2 (영주동),단독주택,1,39.0,36.829123660833,128.622519207143,0.6380874033769178,1100102.2178299567,1870689.5913241447
경상북도 영주시 숫골길24번길 11 (영주동),단독주택,1,23.0,36.8291473050169,128.622688053337,0.6380874033769178,1100117.2446597998,1870692.3911883705
경상북도 영주시 숫골길16번길 7-6 (영주동),단독주택,1,155.69,36.8288477241795,128.622634987135,0.6380874033769178,1100112.9026245733,1870659.1012677662
경상북도 영주시 숫골길24번길 16 (영주동),단독주택,1,32.39,36.8289067622343,128.622831367912,0.6380874033769178,1100130.3389077643,1870665.8564562257
경상북도 영주시 숫골길24번길 16-1 (영주동),단독주택,1,30.19,36.8288203205657,128.622794348259,0.6380874033769178,1100127.1501581208,1870656.2281685902
경상북도 영주시 숫골길24번길 20 (영주동),단독주택,1,104.93,36.828867652277,128.622970419195,0.6380874033769178,1100142.7904660793,1870661.6634480145
경상북도 영주시 숫골길24번길 20-4 (영주동),단독주택,1,29.26,36.8287912894632,128.622947510414,0.6380874033769178,1100140.8469991814,1870653.1680502319
경상북도 영주시 숫골길24번길 20-6 (영주동),단독주택,1,68.13,36.8287137892413,128.623087095261,0.6380874033769178,1100153.3962114328,1870644.7167499023
경상북도 영주시 숫골길24번길 20-7 (영주동),단독주택,1,118.65,36.8287686650649,128.623324297704,0.6380874033769178,1100174.4784006255,1870651.0530676397
경상북도 영주시 숫골길24번길 17-9 (영주동),단독주택,1,26.0,36.8293332823698,128.623208680028,0.5465437063680699,1100163.4314719466,1870713.5683296074
경상북도 영주시 숫골길24번길 17-9 (영주동),단독주택,1,23.0,36.8293332823698,128.623208680028,0.5465437063680699,1100163.4314719466,1870713.5683296074
경상북도 영주시 숫골길24번길 17-9 (영주동),단독주택,1,27.6,36.8293332823698,128.623208680028,0.5465437063680699,1100163.4314719466,1870713.5683296074
경상북도 영주시 숫골길24번길 17-7 (영주동),단독주택,1,29.0,36.8292677840804,128.62311594923,0.5465437063680699,1100155.2471839988,1870706.2050177641
경상북도 영주시 숫골길24번길 17-3 (영주동),단독주택,1,39.0,36.8291830537165,128.622979997003,0.6380874033769178,1100143.2334836996,1870696.6628910673
경상북도 영주시 숫골길 42-34 (영주동),단독주택,1,45.7,36.8301029863624,128.622504362378,0.517256514096281,1100099.6179363413,1870798.2183388653
경상북도 영주시 숫골길 42-6 (영주동),단독주택,1,23.5,36.8299978040899,128.622421104685,0.517256514096281,1100092.3301819644,1870786.462621635
경상북도 영주시 숫골길 42-2 (영주동),단독주택,1,41.95,36.829928497898,128.622316860847,0.517256514096281,1100083.1241505693,1870778.664885897
경상북도 영주시 숫골길 42-30 (영주동),단독주택,1,28.62,36.8300616511081,128.622806449856,0.5465437063680699,1100126.6115190543,1870793.949228094
경상북도 영주시 숫골길 42-20 (영주동),단독주택,1,26.86,36.8302094351879,128.623055818987,0.5705448584676129,1100148.6572401135,1870810.6051203194
경상북도 영주시 숫골길 72-5 (영주동),단독주택,1,32.0,36.8304255655415,128.622780176733,0.5705448584676129,1100123.7942227542,1870834.2929578924
경상북도 영주시 숫골길 42-18 (영주동),단독주택,1,21.32,36.8300916480319,128.62311049259,0.5465437063680699,1100153.686502837,1870797.5955667135
경상북도 영주시 숫골길 42-24 (영주동),단독주택,1,32.42,36.8301685709399,128.622927404822,0.5705448584676129,1100137.2587389727,1870805.9372339726
경상북도 영주시 숫골길 72-7 (영주동),단독주택,1,33.81,36.8301889883101,128.62283760917,0.5705448584676129,1100129.224292257,1870808.108170279
,단독주택,1,23.0,36.8296915963338,128.622345258172,0.517256514096281,1100085.965223095,1870752.4136876387
경상북도 영주시 숫골길 34-35 (영주동),단독주택,1,44.69,36.8296052877838,128.622668138112,0.5465437063680699,1100114.871801015,1870743.1771503058
경상북도 영주시 숫골길 34-31 (영주동),단독주택,1,38.41,36.8293950783099,128.622714695013,0.5465437063680699,1100119.2976522236,1870719.906102716
경상북도 영주시 숫골길 34-29 (영주동),단독주택,1,89.45,36.8294190788922,128.622553803725,0.5465437063680699,1100104.9182025176,1870722.4000911308
경상북도 영주시 숫골길 34-27 (영주동),단독주택,1,26.6,36.8294608684614,128.622383424809,0.517256514096281,1100089.66948616,1870726.857607899
경상북도 영주시 숫골길 34-41 (영주동),단독주택,1,33.0,36.8296072001698,128.622805255307,0.5465437063680699,1100127.0972938398,1870743.5329544125
