기준월,사업장명,사업자등록번호,가입상태코드,가입자수,신규취득자수,상실가입자수,당월고지금액,적용일자,재등록일자,탈퇴일자,사업장업종코드명,사업장업종코드,사업장형태구분코드,시도코드,매칭_임금체불_사업장명,매칭_단계,체불공개구분,체불액
2025-10,라인디자인,101086,2,0,0,0,0,2009-07-06,,2025-09-01,기타 목재 가구 제조업,361002,2,41,라인디자인,2단계_이름일치_시도일치,2023년 1차,"42,877,000"
2025-11,한솔어패럴,101122,2,0,0,1,0,2020-07-01,,2025-02-26,여자용 겉옷 제조업,181206,2,11,한솔어패럴,2단계_이름일치_시도일치,2023년 1차,"48,009,309"
2020-07,신창기업(주),101810,1,14,0,0,4029500,1988-01-01,,,비주거용 건물 임대업(점포 자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2020-08,신창기업(주),101810,1,14,0,0,4261680,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2020-09,신창기업(주),101810,1,14,0,0,4261680,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2020-10,신창기업(주),101810,1,14,0,0,4261680,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2020-11,신창기업(주),101810,1,14,0,1,4261680,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2020-12,신창기업(주),101810,1,13,0,0,3937860,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2021-01,신창기업(주),101810,1,13,0,0,3937860,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2021-02,신창기업(주),101810,1,14,1,0,4177880,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2021-03,신창기업(주),101810,1,14,0,0,4177880,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2021-04,신창기업(주),101810,1,14,0,0,4177880,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2021-05,신창기업(주),101810,1,14,0,1,4177880,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2021-06,신창기업(주),101810,1,13,0,0,3979080,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2021-07,신창기업(주),101810,1,13,0,0,3979080,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2021-08,신창기업(주),101810,1,13,0,1,4313220,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2021-09,신창기업(주),101810,1,12,0,0,3934860,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2021-10,신창기업(주),101810,1,12,0,0,3934860,1988-01-01,,,비주거용 건물 임대업(점포 자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2021-11,신창기업(주),101810,1,12,0,0,3934860,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2021-12,신창기업(주),101810,1,13,1,0,4159860,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2022-01,신창기업(주),101810,1,13,0,0,4159860,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2022-02,신창기업(주),101810,1,13,0,2,4159860,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2022-03,신창기업(주),101810,1,11,0,1,3710580,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2022-04,신창기업(주),101810,1,13,3,0,4139520,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2022-05,신창기업(주),101810,1,13,0,0,4139520,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2022-06,신창기업(주),101810,1,13,0,0,4139520,1988-01-01,,,비주거용 건물 임대업(점포   자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2022-07,신창기업(주),101810,1,13,0,1,4358940,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2022-08,신창기업(주),101810,1,12,0,0,4141500,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2022-09,신창기업(주),101810,1,11,1,0,3935460,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2022-10,신창기업(주),101810,1,11,0,0,3685660,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2022-12,신창기업(주),101810,1,12,1,0,3885180,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2023-01,신창기업(주),101810,1,12,0,0,3885180,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2023-02,신창기업(주),101810,1,12,0,1,3885180,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2023-03,신창기업(주),101810,1,11,0,0,3387480,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2023-04,신창기업(주),101810,1,11,0,0,3387480,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2023-05,신창기업(주),101810,1,11,0,1,3387480,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2023-06,신창기업(주),101810,1,10,0,0,3187960,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2023-07,신창기업(주),101810,1,10,0,0,3187960,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2023-08,신창기업(주),101810,1,10,0,0,3233180,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2023-09,신창기업(주),101810,1,10,0,0,3233180,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2023-10,신창기업(주),101810,1,10,0,0,3233180,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2023-11,신창기업(주),101810,1,10,0,1,3233180,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2023-12,신창기업(주),101810,1,9,0,0,3047160,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2024-01,신창기업(주),101810,1,9,0,0,3047160,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2024-02,신창기업(주),101810,1,9,0,0,3047160,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2024-03,신창기업(주),101810,1,9,0,0,3047160,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2024-04,신창기업(주),101810,1,9,0,1,3047160,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2024-05,신창기업(주),101810,1,9,1,1,2982360,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2024-06,신창기업(주),101810,1,10,2,0,3530180,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2024-07,신창기업(주),101810,1,10,0,0,3530180,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2024-08,신창기업(주),101810,1,11,1,1,4093580,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2024-09,신창기업(주),101810,1,11,1,0,3935460,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2024-10,신창기업(주),101810,1,11,0,1,3935460,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2024-11,신창기업(주),101810,1,11,1,0,4205460,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2024-12,신창기업(주),101810,1,12,1,1,4277460,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2025-01,신창기업(주),101810,1,12,1,0,4288800,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2025-02,신창기업(주),101810,1,12,0,0,4288800,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2025-03,신창기업(주),101810,1,12,0,0,4288800,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2025-04,신창기업(주),101810,1,12,0,0,4288800,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2025-05,신창기업(주),101810,1,12,0,0,4288800,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2025-06,신창기업(주),101810,1,12,0,1,4288800,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2025-07,신창기업(주),101810,1,12,1,1,4288800,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2025-08,신창기업(주),101810,1,12,1,2,4729620,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2025-09,신창기업(주),101810,1,12,2,1,4643220,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2025-10,신창기업(주),101810,1,12,1,0,4658240,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2025-11,신창기업(주),101810,1,12,0,0,4658240,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2025-12,신창기업(주),101810,1,12,0,0,4658240,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2026-01,신창기업(주),101810,1,12,0,0,4658240,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2026-03,신창기업(주),101810,1,12,0,0,4917020,1988-01-01,,,비주거용 건물 임대업(점포  자기땅),701201,1,11,신창기업,2단계_이름일치_시도일치,2023년 1차,"53,533,976"
2020-07,（사）운암김성숙선생기념사업회,101821,1,6,0,0,1534680,2012-04-26,,,BIZ_NO미존재사업장,999999,1,11,（사）운암김성숙선생기념사업회,1단계_이름일치_시군구일치,2024년 1차,"35,700,037"
2020-08,（사）운암김성숙선생기념사업회,101821,1,6,0,0,1568500,2012-04-26,,,BIZ_NO미존재사업장,999999,1,11,（사）운암김성숙선생기념사업회,1단계_이름일치_시군구일치,2024년 1차,"35,700,037"
2020-09,（사）운암김성숙선생기념사업회,101821,1,6,0,2,1568500,2012-04-26,,,BIZ_NO미존재사업장,999999,1,11,（사）운암김성숙선생기념사업회,1단계_이름일치_시군구일치,2024년 1차,"35,700,037"
2020-10,（사）운암김성숙선생기념사업회,101821,1,4,0,1,1064500,2012-04-26,,,BIZ_NO미존재사업장,999999,1,11,（사）운암김성숙선생기념사업회,1단계_이름일치_시군구일치,2024년 1차,"35,700,037"
2020-11,（사）운암김성숙선생기념사업회,101821,1,3,0,0,846700,2012-04-26,,,BIZ_NO미존재사업장,999999,1,11,（사）운암김성숙선생기념사업회,1단계_이름일치_시군구일치,2024년 1차,"35,700,037"
2020-12,（사）운암김성숙선생기념사업회,101821,1,3,0,0,846700,2012-04-26,,,BIZ_NO미존재사업장,999999,1,11,（사）운암김성숙선생기념사업회,1단계_이름일치_시군구일치,2024년 1차,"35,700,037"
2021-01,（사）운암김성숙선생기념사업회,101821,1,3,0,0,846700,2012-04-26,,,BIZ_NO미존재사업장,999999,1,11,（사）운암김성숙선생기념사업회,1단계_이름일치_시군구일치,2024년 1차,"35,700,037"
2021-02,（사）운암김성숙선생기념사업회,101821,1,3,0,1,846700,2012-04-26,,,BIZ_NO미존재사업장,999999,1,11,（사）운암김성숙선생기념사업회,1단계_이름일치_시군구일치,2024년 1차,"35,700,037"
2023-08,（사）운암김성숙선생기념사업회,101821,1,3,1,0,979280,2012-04-26,,,BIZ_NO미존재사업장,999999,1,11,（사）운암김성숙선생기념사업회,1단계_이름일치_시군구일치,2024년 1차,"35,700,037"
2023-09,（사）운암김성숙선생기념사업회,101821,1,3,0,1,979280,2012-04-26,,,BIZ_NO미존재사업장,999999,1,11,（사）운암김성숙선생기념사업회,1단계_이름일치_시군구일치,2024년 1차,"35,700,037"
2020-07,다영건설주식회사,101868,1,4,0,0,1058840,2013-06-01,,,BIZ_NO미존재사업장,999999,1,41,다영건설(주),1단계_이름일치_시군구일치,2023년 2차,"97,382,688"
2020-08,다영건설주식회사,101868,1,4,0,0,1074580,2013-06-01,,,BIZ_NO미존재사업장,999999,1,41,다영건설(주),1단계_이름일치_시군구일치,2023년 2차,"97,382,688"
2020-09,다영건설주식회사,101868,1,4,0,0,1074580,2013-06-01,,,BIZ_NO미존재사업장,999999,1,41,다영건설(주),1단계_이름일치_시군구일치,2023년 2차,"97,382,688"
2020-10,다영건설주식회사,101868,1,4,0,1,1074580,2013-06-01,,,BIZ_NO미존재사업장,999999,1,41,다영건설(주),1단계_이름일치_시군구일치,2023년 2차,"97,382,688"
2020-11,다영건설주식회사,101868,1,4,1,0,1098980,2013-06-01,,,BIZ_NO미존재사업장,999999,1,41,다영건설(주),1단계_이름일치_시군구일치,2023년 2차,"97,382,688"
2020-12,다영건설주식회사,101868,1,4,0,0,1098980,2013-06-01,,,BIZ_NO미존재사업장,999999,1,41,다영건설(주),1단계_이름일치_시군구일치,2023년 2차,"97,382,688"
2021-01,다영건설주식회사,101868,1,4,0,0,1098980,2013-06-01,,,BIZ_NO미존재사업장,999999,1,41,다영건설(주),1단계_이름일치_시군구일치,2023년 2차,"97,382,688"
2021-02,다영건설주식회사,101868,1,4,0,0,1098980,2013-06-01,,,BIZ_NO미존재사업장,999999,1,41,다영건설(주),1단계_이름일치_시군구일치,2023년 2차,"97,382,688"
2021-03,다영건설주식회사,101868,1,4,0,0,1098980,2013-06-01,,,BIZ_NO미존재사업장,999999,1,41,다영건설(주),1단계_이름일치_시군구일치,2023년 2차,"97,382,688"
2021-04,다영건설주식회사,101868,1,4,0,1,1098980,2013-06-01,,,BIZ_NO미존재사업장,999999,1,41,다영건설(주),1단계_이름일치_시군구일치,2023년 2차,"97,382,688"
2021-05,다영건설주식회사,101868,1,3,0,1,918980,2013-06-01,,,BIZ_NO미존재사업장,999999,1,41,다영건설(주),1단계_이름일치_시군구일치,2023년 2차,"97,382,688"
2022-09,다영건설주식회사,101868,2,0,0,0,0,2013-06-01,,2023-02-13,BIZ_NO미존재사업장,999999,1,41,다영건설(주),1단계_이름일치_시군구일치,2023년 2차,"97,382,688"
2024-09,다영건설주식회사,101868,2,0,0,0,0,2013-06-01,,2023-02-13,BIZ_NO미존재사업장,999999,1,41,다영건설(주),1단계_이름일치_시군구일치,2023년 2차,"97,382,688"
2020-07,(주)트로스시스템즈,101869,1,9,0,1,2348140,2015-02-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,(주)트로스시스템즈,1단계_이름일치_시군구일치,2024년 1차,"118,301,048"
2020-08,(주)트로스시스템즈,101869,1,8,0,1,2212780,2015-02-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,(주)트로스시스템즈,1단계_이름일치_시군구일치,2024년 1차,"118,301,048"
2020-09,(주)트로스시스템즈,101869,1,7,0,0,1985000,2015-02-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,(주)트로스시스템즈,1단계_이름일치_시군구일치,2024년 1차,"118,301,048"
2020-10,(주)트로스시스템즈,101869,1,7,0,0,1985000,2015-02-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,(주)트로스시스템즈,1단계_이름일치_시군구일치,2024년 1차,"118,301,048"
2020-11,(주)트로스시스템즈,101869,1,7,0,1,1985000,2015-02-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,(주)트로스시스템즈,1단계_이름일치_시군구일치,2024년 1차,"118,301,048"
2020-12,(주)트로스시스템즈,101869,1,6,0,0,1718060,2015-02-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,(주)트로스시스템즈,1단계_이름일치_시군구일치,2024년 1차,"118,301,048"
2021-01,(주)트로스시스템즈,101869,1,6,0,0,1718060,2015-02-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,(주)트로스시스템즈,1단계_이름일치_시군구일치,2024년 1차,"118,301,048"
2021-02,(주)트로스시스템즈,101869,1,6,0,1,1718060,2015-02-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,(주)트로스시스템즈,1단계_이름일치_시군구일치,2024년 1차,"118,301,048"
2021-03,(주)트로스시스템즈,101869,1,5,0,3,1342320,2015-02-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,(주)트로스시스템즈,1단계_이름일치_시군구일치,2024년 1차,"118,301,048"
2021-08,(주)트로스시스템즈,101869,2,0,0,0,0,2015-02-01,,2021-03-06,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,(주)트로스시스템즈,1단계_이름일치_시군구일치,2024년 1차,"118,301,048"
2020-07,(주)새판,101870,2,6,0,6,1196100,2019-09-01,,2020-06-06,한식 일반 음식점업,552101,1,11,(주)새판,1단계_이름일치_시군구일치,2024년 1차,"35,118,451"
2022-04,주식회사티앤디,101870,2,0,0,0,0,2019-09-01,,2022-01-01,그 외 기타 생활용품 도매업,513992,1,41,티앤디,2단계_이름일치_시도일치,2024년 2차,"78,301,671"
2020-07,(주)현진건설,104880,1,4,0,0,261000,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2020-08,(주)현진건설,104880,1,4,0,0,424520,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2020-09,(주)현진건설,104880,1,4,0,0,424520,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2020-10,(주)현진건설,104880,1,4,0,0,424520,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2020-11,(주)현진건설,104880,1,4,0,0,424520,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2020-12,(주)현진건설,104880,1,4,0,0,424520,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2021-01,(주)현진건설,104880,1,4,0,0,436940,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2021-02,(주)현진건설,104880,1,4,0,0,436940,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2021-03,(주)현진건설,104880,1,5,1,0,571940,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2021-04,(주)현진건설,104880,1,5,0,0,571940,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2021-05,(주)현진건설,104880,1,6,1,0,796940,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2021-06,(주)현진건설,104880,1,6,0,0,796940,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2021-07,(주)현진건설,104880,1,6,0,0,796940,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2021-08,(주)현진건설,104880,1,6,0,0,905760,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2021-09,(주)현진건설,104880,1,6,0,0,905760,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2021-10,(주)현진건설,104880,1,6,0,0,905760,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2021-11,(주)현진건설,104880,1,6,0,3,905760,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2021-12,(주)현진건설,104880,1,5,2,1,767880,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2022-01,(주)현진건설,104880,1,5,1,1,677880,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2022-02,(주)현진건설,104880,1,4,0,0,542880,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2022-03,(주)현진건설,104880,1,4,0,0,542880,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2022-04,(주)현진건설,104880,1,4,0,0,542880,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2022-05,(주)현진건설,104880,1,4,0,0,542880,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2022-06,(주)현진건설,104880,1,4,0,0,542880,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2022-07,(주)현진건설,104880,1,4,0,1,644920,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2022-08,(주)현진건설,104880,1,5,2,0,828880,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2022-10,(주)현진건설,104880,1,6,1,2,990880,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2022-12,(주)현진건설,104880,1,4,0,0,648880,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2023-01,(주)현진건설,104880,1,4,0,0,648880,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2023-02,(주)현진건설,104880,1,4,0,0,648880,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2023-03,(주)현진건설,104880,1,4,0,0,648880,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2023-04,(주)현진건설,104880,1,4,0,0,648880,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2023-05,(주)현진건설,104880,1,5,1,1,810880,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2023-06,(주)현진건설,104880,1,5,1,0,866060,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
2023-07,(주)현진건설,104880,1,5,0,0,866060,2018-10-02,,,유리 및 창호 공사업,452102,1,41,현진건설-건설업본사,4단계_이름포함_시도일치,2023년 2차,"33,215,000"
