code,codename,count,category,method,death_rate_2023,birth_rate_2023
523352,전기용품 및 조명장치 소매업,12,도매 및 소매업,prefix,13.0,14.5
515081,정밀 기기 및 과학 기기 도매업,12,도매 및 소매업,prefix,13.0,14.5
515020,농림업용 기계 및 장비 도매업,12,도매 및 소매업,prefix,13.0,14.5
151302,기타 과실ㆍ채소 가공 및 저장 처리업,12,제조업,prefix,6.8,6.6
331100,전기식 진단 및 요법 기기 제조업,12,제조업,prefix,6.8,6.6
522093,음료 소매업,12,도매 및 소매업,prefix,13.0,14.5
281102,탭  밸브 및 유사 장치 제조업,12,제조업,prefix,6.8,6.6
501101,자동차 신품 판매업,12,도매 및 소매업,prefix,13.0,14.5
514911,기타 화학 물질 및 화학제품 도매업,12,도매 및 소매업,prefix,13.0,14.5
153102,곡물 도정업,12,제조업,prefix,6.8,6.6
749605,기타도급업(소사장제),12,"사업시설관리, 사업지원 및 임대 서비스업",prefix(conflict-fallback),12.2,16.0
505002,운송장비용 가스 충전업,12,도매 및 소매업,prefix,13.0,14.5
749938,콜센터 및 텔레마케팅 서비스업,12,"사업시설관리, 사업지원 및 임대 서비스업",keyword(conflict),12.2,16.0
272300,알루미늄 압연  압출 및 연신제품 제조업,12,제조업,prefix,6.8,6.6
712202,건설 및 토목공사용 기계ㆍ장비 임대업,12,전문과학기술서비스업,prefix,9.7,14.9
451107,기타 공동 주택 건설업,12,건설업,prefix,7.6,9.5
501202,중고 자동차 판매업,12,도매 및 소매업,prefix,13.0,14.5
922101,그 외 기타 개인 및 가정용품 수리업,12,"협회 및 단체, 수리 및 기타 개인서비스업",keyword(conflict),10.0,13.5
512283,낙농품 및 동ㆍ식물성 유지 도매업,12,도매 및 소매업,prefix,13.0,14.5
319004,전기용 탄소제품 및 절연제품 제조업,12,제조업,prefix,6.8,6.6
809015,기타 스포츠 교육기관,12,교육서비스업,prefix,12.9,16.9
361003,그 외 기타 가구 제조업,11,"수도, 하수 및 폐기물처리, 원료재생업",prefix,5.2,6.3
281202,산업용 난방보일러 및 방열기 제조업,11,제조업,prefix,6.8,6.6
342000,트레일러 및 세미 트레일러 제조업,11,제조업,prefix,6.8,6.6
513150,가죽 및 모피 제품 도매업,11,도매 및 소매업,prefix,13.0,14.5
924305,체력 단련시설 운영업,11,"예술, 스포츠 및 여가관련 서비스업",keyword(conflict),13.5,16.2
921200,영화관 운영업,11,정보통신업,keyword(conflict),11.0,17.5
749402,상업용 사진 촬영업,11,정보통신업,keyword(conflict),11.0,17.5
154804,가금류 가공 및 저장 처리업 / 육류 포장육 및 냉동육,11,제조업,prefix,6.8,6.6
292203,전자 응용 절삭기계 제조업,11,제조업,prefix,6.8,6.6
369404,영상게임기 제조업,11,"수도, 하수 및 폐기물처리, 원료재생업",prefix,5.2,6.3
451205,도로 건설업,11,건설업,prefix,7.6,9.5
701300,비주거용 건물 임대업,11,부동산업,prefix,8.9,10.9
51104,원양 어업,11,도매 및 소매업,prefix,13.0,14.5
371000,금속류 원료 재생업,11,"수도, 하수 및 폐기물처리, 원료재생업",prefix,5.2,6.3
513271,생활용 유리ㆍ요업ㆍ목재ㆍ금속제품 및 날붙이 도매업,11,도매 및 소매업,prefix,13.0,14.5
722005,컴퓨터 프로그래밍 서비스업,11,전문과학기술서비스업,prefix,9.7,14.9
141006,모래 및 자갈 채취업,11,제조업,prefix,6.8,6.6
512116,기타 가공식품 도매업,11,도매 및 소매업,prefix,13.0,14.5
741110,기타 법무관련 서비스업(노무사),11,전문과학기술서비스업,keyword(conflict),9.7,14.9
321003,비메모리용 및 기타 전자집적회로 제조업,11,제조업,prefix,6.8,6.6
000000,해당없음,10,NA,manual,0.0,0.0
151301,김치류 제조업,10,제조업,prefix,6.8,6.6
452120,비계 및 형틀 공사업,10,건설업,prefix,7.6,9.5
451108,사무ㆍ상업용 및 공공기관용 건물 건설업,10,건설업,prefix,7.6,9.5
292400,건설 및 채광용 기계장비 제조업,10,제조업,prefix,6.8,6.6
950002,보육시설 운영업,10,"협회 및 단체, 수리 및 기타 개인서비스업",prefix,10.0,13.5
503004,자동차 중고 부품 및 내장품 판매업,9,도매 및 소매업,prefix,13.0,14.5
172300,어망 및 기타 끈 가공품 제조업,9,제조업,prefix,6.8,6.6
011000,곡물 및 기타 식량작물 재배업,9,"농업, 임업 및 어업",prefix,13.0,14.7
20100,임업용 종묘 생산업,9,제조업,prefix,6.8,6.6
452130,기타 기반조성 관련 전문공사업,9,건설업,prefix,7.6,9.5
12201,양돈업,9,제조업,prefix,6.8,6.6
940911,기타모집수당채권회수수당,8,"협회 및 단체, 수리 및 기타 개인서비스업",prefix,10.0,13.5
851201,일반의원,8,교육서비스업,prefix,12.9,16.9
521991,그 외 기타 종합 소매업,8,도매 및 소매업,prefix,13.0,14.5
851202,일반의원,8,교육서비스업,prefix,12.9,16.9
012203,기타 가금류 및 조류 사육업,8,"농업, 임업 및 어업",prefix,13.0,14.7
921401,공연 기획업,6,"예술, 스포츠 및 여가관련 서비스업",keyword(conflict),13.5,16.2
269502,플라스터 혼합제품 제조업,5,제조업,prefix,6.8,6.6
141001,건설용 석재 채굴 및 쇄석 생산업,5,제조업,prefix,6.8,6.6
630102,수상 화물 취급업,5,운수 및 창고업,prefix,8.8,9.5
12203,기타 가금류 및 조류 사육업,5,제조업,prefix,6.8,6.6
020100,임업용 종묘 생산업,4,"농업, 임업 및 어업",prefix,13.0,14.7
012201,양돈업,4,"농업, 임업 및 어업",prefix,13.0,14.7
703023,비주거용 건물 개발 및 공급업,3,부동산업,prefix,8.9,10.9
930301,장례식장 및 장의관련 서비스업,2,"협회 및 단체, 수리 및 기타 개인서비스업",prefix(conflict-fallback),10.0,13.5
173009,기타 편조 의복 액세서리 제조업,2,제조업,prefix,6.8,6.6
552209,기타 주점업,2,숙박 및 음식점업,prefix,14.7,17.2
020300,임업 관련 서비스업,2,"농업, 임업 및 어업",prefix,13.0,14.7
512273,커피 및 차류 도매업,1,도매 및 소매업,prefix,13.0,14.5
193001,연사 및 가공사 제조업 / 특수직물 및 기타 직물 직조,1,제조업,prefix,6.8,6.6
741107,법무사업,1,전문과학기술서비스업,keyword(conflict),9.7,14.9
523499,페인트  창호 및 기타 건설자재 소매업,1,도매 및 소매업,prefix,13.0,14.5
552102,중식 음식점업,1,숙박 및 음식점업,prefix,14.7,17.2
222201,제책업,1,제조업,prefix,6.8,6.6
514969,직물 도매업,1,도매 및 소매업,prefix,13.0,14.5
749603,그 외 기타 분류 안된 사업 지원 서비스업,1,"사업시설관리, 사업지원 및 임대 서비스업",keyword(conflict),12.2,16.0
011004,과실작물 재배업,1,"농업, 임업 및 어업",prefix,13.0,14.7
749942,기타 전문 서비스업,1,전문과학기술서비스업,manual,9.7,14.9
930921,교육관련 자문 및 평가업,1,교육서비스업,keyword(conflict),12.9,16.9
809007,일반 교과학원 / 미술학원 / 기타 예술학원 / 외국어,1,교육서비스업,prefix,12.9,16.9
552208,기타 주점업,1,숙박 및 음식점업,prefix,14.7,17.2
173001,편조의복 제조업,1,제조업,prefix,6.8,6.6
154400,면류  마카로니 및 유사 식품 제조업,1,제조업,prefix,6.8,6.6
851200,초등학교,1,교육서비스업,prefix,12.9,16.9
252106,플라스틱 시트 및 판 제조업,1,제조업,prefix,6.8,6.6
051104,원양 어업,1,광업,prefix,11.8,9.6
