자료생성년월,사업장명,사업자등록번호,사업장가입상태코드 1 등록 2 탈퇴,우편번호,사업장지번상세주소,사업장도로명상세주소,고객법정동주소코드,고객행정동주소코드,법정동주소광역시도코드,법정동주소광역시시군구코드,법정동주소광역시시군구읍면동코드,사업장형태구분코드 1 법인 2 개인,사업장업종코드,사업장업종코드명,적용일자,재등록일자,탈퇴일자,가입자수,당월고지금액,신규취득자수,상실가입자수,매칭_임금체불_사업장명,매칭_단계
2025-11,(재)한국플랜트건설연구원,214820,2,06640,서울특별시 서초구 서초동,서울특별시 서초구 사임당로,1165010800,1165051000,11,650,108,1,999999,BIZ_NO미존재사업장,2012-03-05,,2022-02-26,0,0,0,0,(재）한국플랜트건설연구원,3단계_이름포함_시군구일치
2025-11,한신포차 구월로데오점,367030,2,21574,인천광역시 남동구 구월동,인천광역시 남동구 인하로,2820010100,2820051000,28,200,101,2,552101,한식 일반 음식점업,2022-05-01,,2025-07-01,0,0,0,0,한신포차,4단계_이름포함_시도일치
2025-11,더이룸,672130,2,13207,경기도 성남시 중원구 상대원동,경기도 성남시 중원구 순환로,4113310500,4113352500,41,133,105,2,261002,가정용 유리제품 제조업,2022-06-01,,2025-10-25,0,0,0,0,주식회사더이룸,2단계_이름일치_시도일치
2025-11,구로구청(구로창의문화예술센터),113830,2,08275,서울특별시 구로구 고척동,서울특별시 구로구 경인로,1153010600,1153072000,11,530,106,1,701201,비주거용 건물 임대업(점포  자기땅),2024-09-23,,2025-07-23,0,0,0,0,e-어도참치구로구청점,3단계_이름포함_시군구일치
2025-11,제이에스,541250,2,04075,서울특별시 마포구 상수동,서울특별시 마포구 와우산로,1144011500,1144065500,11,440,115,2,525101,전자상거래 소매업,2024-12-01,,2025-09-20,0,0,0,1,제이에스지붕,4단계_이름포함_시도일치
2025-10,주식회사에이엠시스,109870,2,07938,서울특별시 양천구 신정동,서울특별시 양천구 목동로25길,1147010100,1147065000,11,470,101,1,311001,전자코일  변성기 및 기타 전자 유도자 제조업,2019-05-10,,2025-09-19,0,0,0,2,에이엠시스,1단계_이름일치_시군구일치
2025-10,한솔어패럴,101122,2,03096,서울특별시 종로구 창신동,서울특별시 종로구 창신6길,1111017400,1111067000,11,110,174,2,181206,여자용 겉옷 제조업,2020-07-01,,2025-02-26,0,0,0,1,한솔어패럴,2단계_이름일치_시도일치
2025-10,인지원개발건설(주),211867,2,12040,경기도 남양주시 오남읍,경기도 남양주시 오남읍 진건오남로,4136026223,4136026200,41,360,262,1,452101,미장  타일 및 방수 공사업,2009-05-13,,2025-08-06,0,0,0,0,인지원개발건설(주),5단계_이름일치_주소무관
2025-09,아이엔지,206231,2,04705,서울특별시 성동구 마장동,서울특별시 성동구 마장로29길,1120010500,1120054000,11,200,105,2,514969,직물 도매업,2009-07-01,,2025-09-01,0,0,0,0,아이엔지휘트니스,4단계_이름포함_시도일치
2025-09,진성주식회사,112860,2,08813,서울특별시 관악구 신림동,서울특별시 관악구 호암로26길,1162010200,1162073500,11,620,102,1,749609,그 외 기타 분류 안된 사업 지원 서비스업,2016-06-01,,2025-09-01,0,0,0,1,진성,1단계_이름일치_시군구일치
2025-09,제이앤비주식회사,482860,2,22664,인천광역시 서구 오류동,인천광역시 서구 보듬로,2826011900,2826072000,28,260,119,1,312000,배전반 및 전기 자동제어반 제조업,2018-09-10,,2025-08-29,0,0,0,0,제이앤비테크,4단계_이름포함_시도일치
2025-09,한신포차두정점,287100,2,31107,충청남도 천안시 서북구 두정동,충청남도 천안시 서북구 원두정2길,4413310400,4413352000,44,133,104,2,552209,기타 주점업,2019-01-01,,2025-08-24,0,0,0,0,한신포차,4단계_이름포함_시도일치
2025-09,오성기업,208370,2,53006,경상남도 통영시 광도면,경상남도 통영시 광도면 공단로,4822034026,4822034026,48,220,340,2,749603,그 외 기타 분류 안된 사업 지원 서비스업,2024-06-01,,2025-08-01,0,0,0,0,오성기업,2단계_이름일치_시도일치
2025-09,국가대표,810500,2,14910,경기도 시흥시 신천동,경기도 시흥시 복지로,4139010200,4139052000,41,390,102,2,552101,한식 일반 음식점업,2024-12-01,,2025-09-01,0,0,0,0,주식회사국가대표소유창휘트니스,4단계_이름포함_시도일치
2025-09,창조 건축 인테리어,509290,2,14428,경기도 부천시 오정구 원종동,경기도 부천시 오정구 성오로142번길,4119610400,4119653000,41,196,104,2,452106,도배  실내 장식 및 내장 목공사업,2024-12-01,2025-06-01,2025-07-01,0,0,0,0,창조건축인테리어,5단계_이름일치_주소무관
2025-09,전주콩나물국밥,619196,2,21354,인천광역시 부평구 부평동,인천광역시 부평구 길주남로,2823710100,2823754000,28,237,101,2,552101,한식 일반 음식점업,2025-08-01,,2025-09-13,0,0,2,2,전주콩나물국밥(학익점),2단계_이름일치_시도일치
2025-09,라인디자인,101086,2,10940,경기도 파주시 조리읍,경기도 파주시 조리읍 은골길,4148026224,4148026224,41,480,262,2,361002,기타 목재 가구 제조업,2009-07-06,,2025-09-01,0,0,0,0,라인디자인,2단계_이름일치_시도일치
2025-09,더 이룸,813130,2,17583,경기도 안성시 도기동,경기도 안성시 도기3길,4155012400,4155052000,41,550,124,2,749609,그 외 기타 분류 안된 사업 지원 서비스업,2023-04-01,,2025-09-01,0,0,0,0,주식회사더이룸,2단계_이름일치_시도일치
2025-08,(주)에스앤디,128863,1,10526,경기도 고양시 덕양구 행신동,경기도 고양시 덕양구 용현로,4128112800,4128100000,41,281,128,1,519111,상품 종합 도매업,2008-05-09,,,3,574460,0,1,주식회사 에스앤디,2단계_이름일치_시도일치
2025-08,진성,110033,2,08765,서울특별시 관악구 신림동,서울특별시 관악구 남부순환로,1162010200,1162072500,11,620,102,2,193001,연사 및 가공사 제조업 / 특수직물 및 기타 직물 직조,2009-04-01,,2025-04-01,0,0,0,0,진성,1단계_이름일치_시군구일치
2025-08,(주)투윈테크,119864,1,13947,경기도 안양시 동안구 관양동,경기도 안양시 동안구 관악대로,4117310200,4117355200,41,173,102,1,722000,응용 소프트웨어 개발 및 공급업,2011-06-01,,,3,520900,0,1,(주)투윈테크,1단계_이름일치_시군구일치
2025-08,(주)필경엔지니어링,215879,2,05809,서울특별시 송파구 문정동,서울특별시 송파구 새말로,1171010800,1171064600,11,710,108,1,999999,BIZ_NO미존재사업장,2014-05-26,,2022-11-26,0,0,0,0,(주)필경엔지니어링,1단계_이름일치_시군구일치
2025-08,(주)신도종합건설,280880,2,12097,경기도 남양주시 별내동,경기도 남양주시 덕송2로10번길,4136011100,4136000000,41,360,111,1,452200,그 외 기타 건축 마무리 공사업,2015-10-31,,2025-04-01,0,0,0,0,(주)신도종합건설,1단계_이름일치_시군구일치
2025-08,주식회사에스앤디,160880,1,15436,경기도 안산시 단원구 초지동,경기도 안산시 단원구 시우로,4127310700,4127357000,41,273,107,1,171200,직물  편조 원단 및 의복류 염색 가공업,2016-05-01,,,4,1093320,0,2,주식회사 에스앤디,2단계_이름일치_시도일치
2025-08,한성피앤티(한성P&T),314480,2,46751,부산광역시 강서구 송정동,부산광역시 강서구 녹산산업중로,2644010900,2644056000,26,440,109,2,289202,도장 및 기타 피막 처리업,2016-07-11,2022-07-05,2022-09-24,0,0,0,0,한성피앤티(한성P&T),1단계_이름일치_시군구일치
2025-08,디티에스,523040,1,17362,경기도 이천시 창전동,경기도 이천시 향교로,4150010100,4150051000,41,500,101,2,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,2022-03-01,,,10,3621900,1,4,"주식회사디티에스DTSCo.,Ltd.",4단계_이름포함_시도일치
2025-08,얼라이언스(Alliance),483360,2,06129,서울특별시 강남구 역삼동,서울특별시 강남구 강남대로98길,1168010100,1168053100,11,680,101,2,809007,일반 교과학원 / 미술학원 / 기타 예술학원 / 외국어,2024-04-01,,2025-08-12,0,0,0,2,주식회사모헤닉스테이얼라이언스,4단계_이름포함_시도일치
2025-08,아이엔지,871110,2,04791,서울특별시 성동구 성수동1가,서울특별시 성동구 광나루로,1120011400,1120065000,11,200,114,2,724000,데이터베이스 및 온라인 정보 제공업,2024-11-08,2025-04-08,2025-07-08,0,0,0,0,아이엔지휘트니스,4단계_이름포함_시도일치
2025-08,구로구청(2025년 광업제조업조사),113830,2,08284,서울특별시 구로구 구로동,서울특별시 구로구 가마산로,1153010200,1153053000,11,530,102,1,701201,비주거용 건물 임대업(점포  자기땅),2025-06-16,,2025-07-29,0,0,0,0,e-어도참치구로구청점,3단계_이름포함_시군구일치
2025-08,동성흥업,658040,2,25777,강원특별자치도 동해시 천곡동,강원특별자치도 동해시 감추5길,5117010100,5117051000,51,170,101,2,453000,건설장비 운영업,2024-11-25,,2025-01-21,0,0,0,0,동성흥업,2단계_이름일치_시도일치
2025-07,(주)엘에이치,220816,1,04326,서울특별시 용산구 후암동,서울특별시 용산구 소월로2나길,1117010100,1117051000,11,170,101,1,722000,응용 소프트웨어 개발 및 공급업,2000-04-01,,,14,5257940,0,13,에스엘에이치아이(SLHI)마케팅,4단계_이름포함_시도일치
2025-07,(유)한미종합건설,402813,2,55074,전북특별자치도 전주시 완산구 삼천동2가,전북특별자치도 전주시 완산구 계룡산길,5211113800,5211100000,52,111,138,1,451200,기타 토목 시설물 건설업,2001-10-01,,2025-06-01,0,0,0,0,(주)한미종합건설,5단계_이름일치_주소무관
2025-07,에프에스,863190,2,18519,경기도 화성시 정남면,경기도 화성시 정남면 서봉로995번길,4159041028,4159041000,41,590,410,2,291902,산업용 냉장 및 냉동장비 제조업,2016-03-01,,2025-03-02,0,0,0,0,(주)청우에프에스씨,4단계_이름포함_시도일치
2025-07,주식회사통블록,180880,2,08382,서울특별시 구로구 구로동,서울특별시 구로구 디지털로,1153010200,1153054000,11,530,102,1,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,2017-03-01,,2025-05-21,0,0,0,0,주식회사통블록,1단계_이름일치_시군구일치
2025-07,대경건설,513113,2,39912,경상북도 칠곡군 왜관읍,경상북도 칠곡군 왜관읍 금남2길,4785025028,4785025028,47,850,250,2,451101,아파트 건설업,2017-08-01,,2025-03-25,0,0,0,0,대경건설,2단계_이름일치_시도일치
2025-07,인워크,378110,2,05854,서울특별시 송파구 문정동,서울특별시 송파구 법원로,1171010800,1171064200,11,710,108,2,930921,교육관련 자문 및 평가업,2018-04-01,,2025-06-19,0,0,0,1,인워크,2단계_이름일치_시도일치
2025-07,드림스팜코리아,406035,2,18110,경기도 오산시 수청동,경기도 오산시 수목원로,4137010800,4137054300,41,370,108,2,511119,섬유  의복  신발 및 가죽제품 중개업 / 목재 및 건축,2021-07-21,,2025-07-01,0,0,0,0,팜코리아농업회사법인주식회사,4단계_이름포함_시도일치
2025-07,라인디자인,629460,2,18014,경기도 평택시 고덕동,경기도 평택시 고덕중앙로,4122012800,4122066000,41,220,128,2,452106,도배  실내 장식 및 내장 목공사업,2021-08-01,2023-06-20,2024-01-15,0,0,0,0,라인디자인,2단계_이름일치_시도일치
2025-07,씨에이치주식회사,253810,2,13558,경기도 성남시 분당구 정자동,경기도 성남시 분당구 성남대로331번길,4113510300,4113500000,41,135,103,1,924308,골프 연습장 운영업,2022-01-01,,2025-03-19,0,0,0,0,(주)씨에이치커뮤니케이션즈,3단계_이름포함_시군구일치
2025-07,주식회사 씨엔에스,767880,1,15012,경기도 시흥시 배곧동,경기도 시흥시 서울대학로,4139013500,4139059600,41,390,135,1,281106,기타 구조용 금속제품 제조업,2024-01-02,,,3,270880,0,1,(주)대신씨엔에스,4단계_이름포함_시도일치
2025-07,대진사,205276,2,02494,서울특별시 동대문구 휘경동,서울특별시 동대문구 망우로6길,1123010900,1123072000,11,230,109,2,222201,제책업,2012-09-01,,2025-07-01,0,0,0,0,대진사,2단계_이름일치_시도일치
2025-07,한신포차인천동암역점,281250,2,21452,인천광역시 부평구 십정동,인천광역시 부평구 열우물로25번길,2823710200,2823753000,28,237,102,2,552209,기타 주점업,2018-07-01,,2025-07-08,0,0,0,1,한신포차,4단계_이름포함_시도일치
2025-06,동연시스템,124460,2,18374,경기도 화성시 반정동,경기도 화성시 반정로153번길,4159012100,4159052000,41,590,121,2,321000,기타 반도체 소자 제조업,2010-01-05,,2025-05-01,0,0,0,0,주식회사동연시스템,2단계_이름일치_시도일치
2025-06,주식회사허브메디칼,514819,2,39370,경상북도 구미시 공단동,경상북도 구미시 1공단로,4719011300,4719070000,47,190,113,1,513313,의료용품 도매업,2014-05-01,,2025-05-28,0,0,0,1,(주)허브메디칼,1단계_이름일치_시군구일치
2025-06,(주)그린센트릭팜코리아,854860,2,13590,경기도 성남시 분당구 서현동,경기도 성남시 분당구 서현로,4113510500,4113558000,41,135,105,1,519111,상품 종합 도매업,2017-01-19,,2025-05-01,0,0,0,0,팜코리아농업회사법인주식회사,4단계_이름포함_시도일치
2025-06,가람전기,140046,2,15054,경기도 시흥시 정왕동,경기도 시흥시 역전로,4139013200,4139058900,41,390,132,2,515070,전기용 기계ㆍ장비 및 관련 기자재 도매업,2017-02-01,2021-09-01,2025-05-01,0,0,0,0,주식회사가람전기,2단계_이름일치_시도일치
2025-06,광주ECC어학원,156850,2,12747,경기도 광주시 탄벌동,경기도 광주시 탄벌길,4161010500,4161055000,41,610,105,1,809005,일반 교과학원,2018-04-19,,2025-04-26,0,0,0,0,광주ECC어학원,1단계_이름일치_시군구일치
2025-06,락휴노래타운,548240,2,53305,경상남도 거제시 아주동,경상남도 거제시 아주1로2길,4831010500,4831054000,48,310,105,2,552208,기타 주점업,2022-05-01,,2025-06-05,0,0,0,3,락휴노래타운노래주점,4단계_이름포함_시도일치
2025-06,라인건축,163290,2,02784,서울특별시 성북구 석관동,서울특별시 성북구 돌곶이로22나길,1129013900,1129081000,11,290,139,2,452101,미장  타일 및 방수 공사업,2022-05-02,,2024-10-01,0,0,0,0,(주)종합건축사사무소라인건축,4단계_이름포함_시도일치
2025-06,구로구청 (개봉3동 청소년공부방 기간제근로자),113830,2,08284,서울특별시 구로구 구로동,서울특별시 구로구 가마산로,1153010200,1153053000,11,530,102,1,701201,비주거용 건물 임대업(점포  자기땅),2023-06-01,,2025-06-01,0,0,0,0,e-어도참치구로구청점,3단계_이름포함_시군구일치
2025-06,씨엔에스주식회사(양주시CCTV통합관제센터),410860,2,11473,경기도 양주시 옥정동,경기도 양주시 옥정동로7길,4163011400,4163058000,41,630,114,1,452131,기타 옥외 시설물 축조관련 전문공사업,2024-01-01,,2025-01-01,0,0,0,0,(주)대신씨엔에스,4단계_이름포함_시도일치
2025-06,씨엔에스주식회사(김포GOOD프라임),410860,2,10073,경기도 김포시 운양동,경기도 김포시 김포한강11로,4157010300,4157058000,41,570,103,1,452131,기타 옥외 시설물 축조관련 전문공사업,2024-03-01,,2025-02-08,0,0,0,0,(주)대신씨엔에스,4단계_이름포함_시도일치
2025-06,한신포차 아일랜드리솜점,398240,2,32166,충청남도 태안군 안면읍,충청남도 태안군 안면읍 꽃지해안로,4482525324,4482525324,44,825,253,2,552101,한식 일반 음식점업,2024-11-27,,2025-06-01,0,0,0,0,한신포차,4단계_이름포함_시도일치
2025-06,플러스건설,455150,2,15049,경기도 시흥시 정왕동,경기도 시흥시 오동마을로45번길,4139013200,4139058900,41,390,132,2,452104,배관 및 냉ㆍ난방 공사업,2024-12-01,2025-02-01,2025-03-01,0,0,0,0,(주)지오플러스건설,4단계_이름포함_시도일치
2025-05,주식회사엠케이디,142816,1,14353,경기도 광명시 일직동,경기도 광명시 일직로,4121010600,4121065500,41,210,106,1,519113,상품 종합 도매업,2014-01-07,,,3,1665900,0,1,(주)엠케이디자인그룹,4단계_이름포함_시도일치
2025-04,(주)성민설비,608815,1,51310,경상남도 창원시 마산회원구 두척동,경상남도 창원시 마산회원구 북성로,4812710200,4812755000,48,127,102,1,452104,배관 및 냉ㆍ난방 공사업,2003-11-11,,,5,1629960,0,4,(주)성민설비,1단계_이름일치_시군구일치
2025-04,（주）제영산업,620815,2,44220,울산광역시 북구 신천동,울산광역시 북구 호계로,3120010500,3120052000,31,200,105,1,999999,BIZ_NO미존재사업장,2014-11-01,,2025-03-28,0,0,0,1,(주)제영산업,3단계_이름포함_시군구일치
2025-04,주식회사만나다,675880,2,08511,서울특별시 금천구 가산동,서울특별시 금천구 디지털로9길,1154510100,1154500000,11,545,101,1,525101,전자상거래 소매업,2017-11-01,,2025-01-22,0,0,0,0,주식회사만나다,1단계_이름일치_시군구일치
2025-04,케이티엑스(주),458870,1,44967,울산광역시 울주군 웅촌면,울산광역시 울주군 웅촌면 웅촌로,3171034027,3171034027,31,710,340,1,505001,운송장비용 주유소 운영업,2020-05-01,,,3,731140,0,1,주식회사케이티엑스건설기계,3단계_이름포함_시군구일치
2025-04,농업회사법인그린필드(주),272850,2,18545,경기도 화성시 송산면,경기도 화성시 송산면 송산포도로,4159034031,4159034031,41,590,340,1,011004,과실작물 재배업,2021-10-01,,2024-12-01,0,0,0,0,그린필드인터내셔널(주),4단계_이름포함_시도일치
2025-04,라인디자인(주),293810,1,08771,서울특별시 관악구 신림동,서울특별시 관악구 남부순환로,1162010200,1162057500,11,620,102,1,452106,도배  실내 장식 및 내장 목공사업,2023-02-01,,,3,747800,1,1,라인디자인,2단계_이름일치_시도일치
2025-04,구로구청(2025년 사업체조사),113830,2,08284,서울특별시 구로구 구로동,서울특별시 구로구 가마산로,1153010200,1153051000,11,530,102,1,701201,비주거용 건물 임대업(점포  자기땅),2025-02-04,,2025-03-29,0,0,0,0,e-어도참치구로구청점,3단계_이름포함_시군구일치
2025-03,지우종합건설(주),621815,1,46304,부산광역시 금정구 부곡동,부산광역시 금정구 동현로,2641010900,2641059100,26,410,109,1,999999,BIZ_NO미존재사업장,2002-07-15,,,4,1371480,0,2,지우종합건설(주),1단계_이름일치_시군구일치
2025-03,세정건설주식회사,132818,1,12180,경기도 남양주시 화도읍,경기도 남양주시 화도읍 마석중앙로,4136025621,4136000021,41,360,256,1,452111,시설물 유지관리 공사업,2009-06-22,,,3,1113120,0,1,세정건설,2단계_이름일치_시도일치
2025-03,주식회사골든크로스,623870,1,14448,경기도 부천시 오정구 삼정동,경기도 부천시 오정구 오정로,4119610700,4119657000,41,196,107,1,252401,기타 건축용 플라스틱 조립제품 제조업,2020-02-01,,,3,744280,0,1,골든크로스건설,4단계_이름포함_시도일치
2025-03,주식회사 에스에이치테크,678870,2,31145,충청남도 천안시 서북구 성정동,충청남도 천안시 서북구 봉정로,4413310200,4413351000,44,133,102,1,749604,그 외 기타 분류 안된 사업 지원 서비스업(기타임가공,2021-01-04,,2025-03-11,0,0,0,0,에스에이치테크콥,3단계_이름포함_시군구일치
2025-03,유한회사아이비엠코리아,331870,2,61250,광주광역시 북구 신안동,광주광역시 북구 무등로180번길,2917010600,2917051000,29,170,106,1,513221,가전제품 및 부품 도매업,2021-12-02,,2024-11-14,0,0,0,0,(유한)비엠코리아,4단계_이름포함_시도일치
2025-03,구로구청 (무급휴직 근로자 고용유지지원금 지원단),113830,2,08284,서울특별시 구로구 구로동,서울특별시 구로구 가마산로,1153010200,1153053000,11,530,102,1,701201,비주거용 건물 임대업(점포  자기땅),2023-04-03,,2025-02-28,0,0,0,0,e-어도참치구로구청점,3단계_이름포함_시군구일치
2025-03,구로구청 (청년참여 활성화 지원사업),113830,2,08284,서울특별시 구로구 구로동,서울특별시 구로구 가마산로,1153010200,1153053000,11,530,102,1,701201,비주거용 건물 임대업(점포  자기땅),2023-06-01,,2023-12-16,0,0,0,0,e-어도참치구로구청점,3단계_이름포함_시군구일치
2025-03,주식회사한솔건축,706860,1,18392,경기도 화성시 진안동,경기도 화성시 병점4로,4159011600,4159052000,41,590,116,1,703023,비주거용 건물 개발 및 공급업,2024-03-01,,,3,693000,0,1,한솔건축,2단계_이름일치_시도일치
2025-02,주식회사 티앤디,130866,2,14769,경기도 부천시 소사구 소사본동,경기도 부천시 소사구 은성로62번길,4119410100,4119454000,41,194,101,1,741107,법무사업,2012-06-15,2024-08-12,2024-10-01,0,0,0,0,티앤디,2단계_이름일치_시도일치
2025-02,주식회사 에스제이(SJ corp.),544870,1,03302,서울특별시 은평구 진관동,서울특별시 은평구 진관3로,1138011400,1138069000,11,380,114,1,452106,도배  실내 장식 및 내장 목공사업,2019-11-01,2025-03-01,,0,0,0,0,에스제이리얼티,4단계_이름포함_시도일치
2025-02,구로구청(양육시설 우리동네숙제도우미),113830,2,08284,서울특별시 구로구 구로동,서울특별시 구로구 가마산로,1153010200,1153053000,11,530,102,1,701201,비주거용 건물 임대업(점포  자기땅),2024-04-01,,2025-01-01,0,0,0,0,e-어도참치구로구청점,3단계_이름포함_시군구일치
2025-02,가야종합건설 주식회사,119868,1,07291,서울특별시 영등포구 당산동2가,서울특별시 영등포구 영등포로,1156011200,1156055000,11,560,112,1,999999,BIZ_NO미존재사업장,2014-07-01,,,3,517200,0,1,가야종합건설주식회사,1단계_이름일치_시군구일치
2025-02,구로구청(키움센터 우리동네숙제도우미),113830,2,08284,서울특별시 구로구 구로동,서울특별시 구로구 가마산로,1153010200,1153053000,11,530,102,1,701201,비주거용 건물 임대업(점포  자기땅),2024-04-01,,2025-01-01,0,0,0,0,e-어도참치구로구청점,3단계_이름포함_시군구일치
2025-01,수영건설주식회사,141810,2,10846,경기도 파주시 탄현면,경기도 파주시 탄현면 검산로519번길,4148032027,4148032027,41,480,320,1,452200,그 외 기타 건축 마무리 공사업,2007-04-01,,2025-01-01,0,0,0,0,주식회사수영건설,1단계_이름일치_시군구일치
2025-01,현진건설(주),135812,1,17158,경기도 용인시 처인구 양지면,경기도 용인시 처인구 양지면 중부대로,4146136021,4146136000,41,461,360,1,452102,유리 및 창호 공사업,1998-02-01,,,3,563480,0,1,현진건설-건설업본사,4단계_이름포함_시도일치
2025-01,구로구청(경로당 지원 매니저),113830,2,08284,서울특별시 구로구 구로동,서울특별시 구로구 가마산로,1153010200,1153053000,11,530,102,1,701201,비주거용 건물 임대업(점포  자기땅),2024-03-01,,2025-01-01,0,0,0,0,e-어도참치구로구청점,3단계_이름포함_시군구일치
2024-12,국가대표주식회사,138816,2,13821,경기도 과천시 과천동,경기도 과천시 물사랑로,4129010500,4129055000,41,290,105,1,930301,장례식장 및 장의관련 서비스업,2018-01-02,2022-12-01,2024-08-05,0,0,0,0,주식회사국가대표소유창휘트니스,4단계_이름포함_시도일치
2024-12,구로구청(학습지원센터-서울런 멘토링 이음단),113830,2,08284,서울특별시 구로구 구로동,서울특별시 구로구 가마산로,1153010200,1153053000,11,530,102,1,701201,비주거용 건물 임대업(점포  자기땅),2023-03-02,,2023-12-31,0,0,0,0,e-어도참치구로구청점,3단계_이름포함_시군구일치
2024-12,구로구청(2023년 지역공동체 일자리 사업),113830,2,08284,서울특별시 구로구 구로동,서울특별시 구로구 가마산로,1153010200,1153051000,11,530,102,1,701201,비주거용 건물 임대업(점포  자기땅),2023-03-02,,2023-12-21,0,0,0,0,e-어도참치구로구청점,3단계_이름포함_시군구일치
2024-12,구로구청 (구로구 교통유발부담금 업무보조원),113830,2,08284,서울특별시 구로구 구로동,서울특별시 구로구 가마산로,1153010200,1153051000,11,530,102,1,701201,비주거용 건물 임대업(점포  자기땅),2024-01-15,,2024-12-14,0,0,0,1,e-어도참치구로구청점,3단계_이름포함_시군구일치
2024-12,구로구청(2024년 가구주택 기초조사),113830,2,08284,서울특별시 구로구 구로동,서울특별시 구로구 가마산로,1153010200,1153053000,11,530,102,1,701201,비주거용 건물 임대업(점포  자기땅),2024-11-04,,2024-12-05,4,963260,4,4,e-어도참치구로구청점,3단계_이름포함_시군구일치
2024-11,주식회사수광,441870,2,44252,울산광역시 북구 효문동,울산광역시 북구 산성로,3120012300,3120000000,31,200,123,1,172103,천막  텐트 및 유사 제품 제조업,2016-03-01,,2024-09-27,0,0,0,0,주식회사수광,1단계_이름일치_시군구일치
2024-10,(주)유인컴퍼니,338860,2,05719,서울특별시 송파구 가락동,서울특별시 송파구 송파대로28길,1171010700,1171062000,11,710,107,1,525101,전자상거래 소매업,2015-05-01,,2021-01-01,0,0,0,0,(주)유인컴퍼니,1단계_이름일치_시군구일치
2024-10,주식회사 태원,410867,1,61765,광주광역시 남구 행암동,광주광역시 남구 효우2로,2915511000,2915571000,29,155,110,1,701201,비주거용 건물 임대업(점포  자기땅),2019-06-18,,,4,477800,0,3,태원,2단계_이름일치_시도일치
2024-10,주식회사에이아이컴퍼니,627880,1,06181,서울특별시 강남구 대치동,서울특별시 강남구 테헤란로,1168010600,1168061000,11,680,106,1,642004,포털 및 기타 인터넷 정보 매개 서비스업,2023-05-24,,,41,10314540,12,11,(주)에이아이컴,3단계_이름포함_시군구일치
2024-10,주식회사 오성기업,861870,2,52918,경상남도 고성군 동해면,경상남도 고성군 동해면 내산3길,4882042024,4882042024,48,820,420,1,351103,선박 구성 부분품 제조업,2024-03-01,,2024-10-01,0,0,0,0,오성기업,2단계_이름일치_시도일치
2024-09,클라우드건설(주),220813,2,23125,인천광역시 옹진군 자월면,인천광역시 옹진군 자월면 자월서로,2872037021,2872037021,28,720,370,1,452101,미장  타일 및 방수 공사업,1995-02-23,,2024-05-10,0,0,0,0,클라우드건설(주),1단계_이름일치_시군구일치
2024-09,주식회사연후알루미늄,141813,2,10952,경기도 파주시 광탄면,경기도 파주시 광탄면 보광로,4148035023,4148035000,41,480,350,1,272100,기타 비철금속 제련  정련 및 합금 제조업,2012-10-10,,2024-08-14,0,0,0,0,주식회사연후알루미늄,1단계_이름일치_시군구일치
2024-09,남예종(주),204864,2,02580,서울특별시 동대문구 신설동,서울특별시 동대문구 한빛로,1123010100,1123053600,11,230,101,1,999999,BIZ_NO미존재사업장,2013-06-27,,2024-09-03,0,0,0,0,남예종(주),1단계_이름일치_시군구일치
2024-09,제스트씨앤티주식회사,520870,2,07281,서울특별시 영등포구 문래동6가,서울특별시 영등포구 선유로9길,1156012400,1156060500,11,560,124,1,722000,응용 소프트웨어 개발 및 공급업,2018-01-02,,2020-09-01,0,0,0,0,제스트씨앤티(주),1단계_이름일치_시군구일치
2024-09,주식회사태원(메가엠지씨커피광주효천2지구점),410867,1,61765,광주광역시 남구 행암동,광주광역시 남구 효우2로,2915511000,2915571000,29,155,110,1,701201,비주거용 건물 임대업(점포  자기땅),2019-06-18,,,5,563480,1,1,태원,2단계_이름일치_시도일치
2024-09,주식회사케이씨(KC),698860,1,12724,경기도 광주시 곤지암읍,경기도 광주시 곤지암읍 새재길,4161025924,4161025900,41,610,259,1,291902,산업용 냉장 및 냉동장비 제조업,2020-07-01,,,8,1740600,8,8,케이씨,2단계_이름일치_시도일치
2024-09,(주)그린원건설/일용/대우연립 주택재건축정비사업 정비기반시설공사,458880,2,16200,경기도 수원시 장안구 이목동, ,4111113100,4111156000,41,111,131,1,452110,토공사업,2021-11-15,,2023-04-29,0,0,0,0,주식회사그린원건설,4단계_이름포함_시도일치
2024-08,다영건설주식회사,101868,2,14059,경기도 안양시 동안구 관양동,경기도 안양시 동안구 흥안대로427번길,4117310200,4117355200,41,173,102,1,999999,BIZ_NO미존재사업장,2013-06-01,,2023-02-13,0,0,0,0,다영건설(주),1단계_이름일치_시군구일치
2024-08,스팬더코리아주식회사,884810,2,47540,부산광역시 연제구 연산동,부산광역시 연제구 월드컵대로,2647010200,2647069000,26,470,102,1,722000,응용 소프트웨어 개발 및 공급업,2018-08-01,,2024-07-31,0,0,0,0,스팬더코리아주식회사,1단계_이름일치_시군구일치
2024-08,주식회사위더스교육,787880,1,11813,경기도 의정부시 민락동,경기도 의정부시 오목로225번길,4115010600,4115057800,41,150,106,1,513421,서적  잡지 및 기타 인쇄물 도매업,2019-03-02,,,3,1229840,0,1,(주)위더스교육,5단계_이름일치_주소무관
