기준월,사업장명,사업자등록번호,가입상태코드,가입자수,신규취득자수,상실가입자수,당월고지금액,적용일자,재등록일자,탈퇴일자,사업장업종코드명,사업장업종코드,사업장형태구분코드,시도코드,가상_공개차수,가상_t
2023-02,(주)다윈엠피알,101817,1,5,1,1,1583900,2002-03-01,,,광고 대행업,743002,1,11,2024년 1차,2024-08
2023-03,(주)다윈엠피알,101817,1,4,0,0,1358900,2002-03-01,,,광고 대행업,743002,1,11,2024년 1차,2024-08
2023-04,(주)다윈엠피알,101817,1,4,0,0,1358900,2002-03-01,,,광고 대행업,743002,1,11,2024년 1차,2024-08
2023-05,(주)다윈엠피알,101817,1,5,1,0,1583900,2002-03-01,,,광고 대행업,743002,1,11,2024년 1차,2024-08
2023-06,(주)다윈엠피알,101817,1,5,0,0,1583900,2002-03-01,,,광고 대행업,743002,1,11,2024년 1차,2024-08
2023-07,(주)다윈엠피알,101817,1,5,0,0,1583900,2002-03-01,,,광고 대행업,743002,1,11,2024년 1차,2024-08
2023-08,(주)다윈엠피알,101817,1,5,0,1,1665900,2002-03-01,,,광고 대행업,743002,1,11,2024년 1차,2024-08
2023-09,(주)다윈엠피알,101817,1,4,0,0,1440900,2002-03-01,,,광고 대행업,743002,1,11,2024년 1차,2024-08
2023-10,(주)다윈엠피알,101817,1,4,0,0,1440900,2002-03-01,,,광고 대행업,743002,1,11,2024년 1차,2024-08
2023-11,(주)다윈엠피알,101817,1,4,0,0,1440900,2002-03-01,,,광고 대행업,743002,1,11,2024년 1차,2024-08
2023-12,(주)다윈엠피알,101817,1,4,0,0,1440900,2002-03-01,,,광고 대행업,743002,1,11,2024년 1차,2024-08
2024-01,(주)다윈엠피알,101817,1,4,0,0,1440900,2002-03-01,,,광고 대행업,743002,1,11,2024년 1차,2024-08
2024-02,(주)다윈엠피알,101817,1,4,0,1,1440900,2002-03-01,,,광고 대행업,743002,1,11,2024년 1차,2024-08
2022-02,(주)이포르테,101818,1,12,0,0,3060120,2003-07-01,,,전시  컨벤션 및 행사 대행업,749907,1,11,2023년 1차,2023-08
2022-03,(주)이포르테,101818,1,12,0,0,3060120,2003-07-01,,,전시  컨벤션 및 행사 대행업,749907,1,11,2023년 1차,2023-08
2022-04,(주)이포르테,101818,1,12,0,1,3060120,2003-07-01,,,전시  컨벤션 및 행사 대행업,749907,1,11,2023년 1차,2023-08
2022-05,(주)이포르테,101818,1,12,1,1,3107820,2003-07-01,,,전시  컨벤션 및 행사 대행업,749907,1,11,2023년 1차,2023-08
2022-06,(주)이포르테,101818,1,11,0,0,2927820,2003-07-01,,,전시   컨벤션 및 행사 대행업,749907,1,11,2023년 1차,2023-08
2022-07,(주)이포르테,101818,1,11,0,1,3174420,2003-07-01,,,전시  컨벤션 및 행사 대행업,749907,1,11,2023년 1차,2023-08
2022-08,(주)이포르테,101818,1,11,1,0,3229500,2003-07-01,,,전시  컨벤션 및 행사 대행업,749907,1,11,2023년 1차,2023-08
2022-09,(주)이포르테,101818,1,15,1,2,4296160,2003-07-01,,,전시  컨벤션 및 행사 대행업,749907,1,11,2023년 1차,2023-08
2022-10,(주)이포르테,101818,1,11,0,1,3229500,2003-07-01,,,전시  컨벤션 및 행사 대행업,749907,1,11,2023년 1차,2023-08
2022-12,(주)이포르테,101818,1,11,1,1,3097480,2003-07-01,,,전시  컨벤션 및 행사 대행업,749907,1,11,2023년 1차,2023-08
2023-01,(주)이포르테,101818,1,12,2,0,3570240,2003-07-01,,,전시  컨벤션 및 행사 대행업,749907,1,11,2023년 1차,2023-08
2023-02,(주)이포르테,101818,1,12,0,0,3570240,2003-07-01,,,전시  컨벤션 및 행사 대행업,749907,1,11,2023년 1차,2023-08
2023-06,엘지상남도서관,101820,1,5,0,0,1868120,2009-01-01,,,BIZ_NO미존재사업장,999999,1,11,2024년 2차,2024-12
2023-07,엘지상남도서관,101820,1,5,0,0,1868120,2009-01-01,,,BIZ_NO미존재사업장,999999,1,11,2024년 2차,2024-12
2023-08,엘지상남도서관,101820,1,6,1,1,2195540,2009-01-01,,,BIZ_NO미존재사업장,999999,1,11,2024년 2차,2024-12
2023-09,엘지상남도서관,101820,1,5,0,0,2009160,2009-01-01,,,BIZ_NO미존재사업장,999999,1,11,2024년 2차,2024-12
2023-10,엘지상남도서관,101820,1,5,0,0,2009160,2009-01-01,,,BIZ_NO미존재사업장,999999,1,11,2024년 2차,2024-12
2023-11,엘지상남도서관,101820,1,5,0,0,2009160,2009-01-01,,,BIZ_NO미존재사업장,999999,1,11,2024년 2차,2024-12
2023-12,엘지상남도서관,101820,1,5,0,0,2009160,2009-01-01,,,BIZ_NO미존재사업장,999999,1,11,2024년 2차,2024-12
2024-01,엘지상남도서관,101820,1,5,0,0,2009160,2009-01-01,,,BIZ_NO미존재사업장,999999,1,11,2024년 2차,2024-12
2024-02,엘지상남도서관,101820,1,6,1,2,2258720,2009-01-01,,,BIZ_NO미존재사업장,999999,1,11,2024년 2차,2024-12
2024-03,엘지상남도서관,101820,1,4,0,0,1842560,2009-01-01,,,BIZ_NO미존재사업장,999999,1,11,2024년 2차,2024-12
2024-04,엘지상남도서관,101820,1,5,1,0,2055940,2009-01-01,,,BIZ_NO미존재사업장,999999,1,11,2024년 2차,2024-12
2024-05,엘지상남도서관,101820,1,5,0,0,2055940,2009-01-01,,,BIZ_NO미존재사업장,999999,1,11,2024년 2차,2024-12
2024-06,엘지상남도서관,101820,1,5,0,0,2055940,2009-01-01,,,BIZ_NO미존재사업장,999999,1,11,2024년 2차,2024-12
2022-02,사단법인 영어도서관문화운동,101821,1,15,0,1,3076900,2010-07-01,,,BIZ_NO미존재사업장,999999,1,41,2023년 1차,2023-08
2022-03,사단법인 영어도서관문화운동,101821,1,14,0,0,2769740,2010-07-01,,,BIZ_NO미존재사업장,999999,1,41,2023년 1차,2023-08
2022-04,사단법인 영어도서관문화운동,101821,1,16,2,0,3366060,2010-07-01,,,BIZ_NO미존재사업장,999999,1,41,2023년 1차,2023-08
2022-05,사단법인 영어도서관문화운동,101821,1,16,0,0,3366060,2010-07-01,,,BIZ_NO미존재사업장,999999,1,41,2023년 1차,2023-08
2022-06,사단법인 영어도서관문화운동,101821,1,16,0,0,3366060,2010-07-01,,,BIZ_NO미존재사업장,999999,1,41,2023년 1차,2023-08
2022-07,사단법인 영어도서관문화운동,101821,1,16,0,0,3367300,2010-07-01,,,BIZ_NO미존재사업장,999999,1,41,2023년 1차,2023-08
2022-08,사단법인 영어도서관문화운동,101821,1,16,0,0,3367300,2010-07-01,,,BIZ_NO미존재사업장,999999,1,41,2023년 1차,2023-08
2022-09,사단법인 영어도서관문화운동,101821,1,16,2,1,3692520,2010-07-01,,,BIZ_NO미존재사업장,999999,1,41,2023년 1차,2023-08
2022-10,사단법인 영어도서관문화운동,101821,1,16,0,1,3367300,2010-07-01,,,BIZ_NO미존재사업장,999999,1,41,2023년 1차,2023-08
2022-12,사단법인 영어도서관문화운동,101821,1,15,0,0,3198740,2010-07-01,,,BIZ_NO미존재사업장,999999,1,41,2023년 1차,2023-08
2023-01,사단법인 영어도서관문화운동,101821,1,15,0,1,3198740,2010-07-01,,,BIZ_NO미존재사업장,999999,1,41,2023년 1차,2023-08
2023-02,사단법인 영어도서관문화운동,101821,1,14,0,1,3000120,2010-07-01,,,BIZ_NO미존재사업장,999999,1,41,2023년 1차,2023-08
2022-06,주식회사코프람,101862,1,3,0,0,1190160,2006-04-01,,,기타 화학 물질 및 화학제품 도매업,514919,1,11,2023년 2차,2023-12
2022-07,주식회사코프람,101862,1,3,0,0,1329840,2006-04-01,,,기타 화학 물질 및 화학제품 도매업,514919,1,11,2023년 2차,2023-12
2022-08,주식회사코프람,101862,1,3,0,0,1329840,2006-04-01,,,기타 화학 물질 및 화학제품 도매업,514919,1,11,2023년 2차,2023-12
2022-09,주식회사코프람,101862,1,3,0,0,1665900,2006-04-01,,,기타 화학 물질 및 화학제품 도매업,514919,1,11,2023년 2차,2023-12
2022-10,주식회사코프람,101862,1,3,0,0,1329840,2006-04-01,,,기타 화학 물질 및 화학제품 도매업,514919,1,11,2023년 2차,2023-12
2022-12,주식회사코프람,101862,1,3,0,0,1329840,2006-04-01,,,기타 화학 물질 및 화학제품 도매업,514919,1,11,2023년 2차,2023-12
2023-01,주식회사코프람,101862,1,3,0,0,1329840,2006-04-01,,,기타 화학 물질 및 화학제품 도매업,514919,1,11,2023년 2차,2023-12
2023-02,주식회사코프람,101862,1,3,0,0,1329840,2006-04-01,,,기타 화학 물질 및 화학제품 도매업,514919,1,11,2023년 2차,2023-12
2023-03,주식회사코프람,101862,1,3,0,0,1329840,2006-04-01,,,기타 화학 물질 및 화학제품 도매업,514919,1,11,2023년 2차,2023-12
2023-04,주식회사코프람,101862,1,3,0,0,1329840,2006-04-01,,,기타 화학 물질 및 화학제품 도매업,514919,1,11,2023년 2차,2023-12
2023-05,주식회사코프람,101862,1,3,0,0,1329840,2006-04-01,,,기타 화학 물질 및 화학제품 도매업,514919,1,11,2023년 2차,2023-12
2023-06,주식회사코프람,101862,1,3,0,0,1329840,2006-04-01,,,기타 화학 물질 및 화학제품 도매업,514919,1,11,2023년 2차,2023-12
2023-02,（주）현대지능개발사,101862,1,12,0,0,3341520,2006-09-01,,,일반 서적 출판업,221100,1,11,2024년 1차,2024-08
2023-03,（주）현대지능개발사,101862,1,12,0,0,3341520,2006-09-01,,,일반 서적 출판업,221100,1,11,2024년 1차,2024-08
2023-04,（주）현대지능개발사,101862,1,12,0,0,3341520,2006-09-01,,,일반 서적 출판업,221100,1,11,2024년 1차,2024-08
2023-05,（주）현대지능개발사,101862,1,12,0,0,3341520,2006-09-01,,,일반 서적 출판업,221100,1,11,2024년 1차,2024-08
2023-06,（주）현대지능개발사,101862,1,12,0,0,3341520,2006-09-01,,,일반 서적 출판업,221100,1,11,2024년 1차,2024-08
2023-07,（주）현대지능개발사,101862,1,12,0,0,3341520,2006-09-01,,,일반 서적 출판업,221100,1,11,2024년 1차,2024-08
2023-08,（주）현대지능개발사,101862,1,12,0,0,3563120,2006-09-01,,,일반 서적 출판업,221100,1,11,2024년 1차,2024-08
2023-09,（주）현대지능개발사,101862,1,12,0,0,3563120,2006-09-01,,,일반 서적 출판업,221100,1,11,2024년 1차,2024-08
2023-10,（주）현대지능개발사,101862,1,12,0,0,3563120,2006-09-01,,,일반 서적 출판업,221100,1,11,2024년 1차,2024-08
2023-11,（주）현대지능개발사,101862,1,12,0,0,3563120,2006-09-01,,,일반 서적 출판업,221100,1,11,2024년 1차,2024-08
2023-12,（주）현대지능개발사,101862,1,12,0,0,3563120,2006-09-01,,,일반 서적 출판업,221100,1,11,2024년 1차,2024-08
2024-01,（주）현대지능개발사,101862,1,12,0,0,3563120,2006-09-01,,,일반 서적 출판업,221100,1,11,2024년 1차,2024-08
2024-02,（주）현대지능개발사,101862,1,12,0,0,3563120,2006-09-01,,,일반 서적 출판업,221100,1,11,2024년 1차,2024-08
2022-02,아림조명상사주식회사,101863,1,7,0,0,1946120,2007-07-12,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2023년 1차,2023-08
2022-03,아림조명상사주식회사,101863,1,7,0,0,1946120,2007-07-12,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2023년 1차,2023-08
2022-04,아림조명상사주식회사,101863,1,7,0,0,1946120,2007-07-12,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2023년 1차,2023-08
2022-05,아림조명상사주식회사,101863,1,7,0,0,1946120,2007-07-12,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2023년 1차,2023-08
2022-06,아림조명상사주식회사,101863,1,7,0,1,1946120,2007-07-12,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2023년 1차,2023-08
2022-07,아림조명상사주식회사,101863,1,9,3,0,2405840,2007-07-12,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2023년 1차,2023-08
2022-08,아림조명상사주식회사,101863,1,9,0,0,2405840,2007-07-12,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2023년 1차,2023-08
2022-09,아림조명상사주식회사,101863,1,8,0,0,2350420,2007-07-12,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2023년 1차,2023-08
2022-10,아림조명상사주식회사,101863,1,8,1,0,2180840,2007-07-12,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2023년 1차,2023-08
2022-12,아림조명상사주식회사,101863,1,8,0,0,2180840,2007-07-12,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2023년 1차,2023-08
2023-01,아림조명상사주식회사,101863,1,8,0,0,2180840,2007-07-12,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2023년 1차,2023-08
2023-02,아림조명상사주식회사,101863,1,8,0,0,2180840,2007-07-12,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2023년 1차,2023-08
2023-02,유한회사경제개혁연구소,101864,1,3,0,0,1011140,2009-05-09,,,경영 컨설팅업(경영지도사),741401,1,11,2024년 1차,2024-08
2023-03,유한회사경제개혁연구소,101864,1,3,0,0,1011140,2009-05-09,,,경영 컨설팅업(경영지도사),741401,1,11,2024년 1차,2024-08
2023-04,유한회사경제개혁연구소,101864,1,4,1,0,1250620,2009-05-09,,,경영 컨설팅업(경영지도사),741401,1,11,2024년 1차,2024-08
2023-05,유한회사경제개혁연구소,101864,1,4,0,0,1250620,2009-05-09,,,경영 컨설팅업(경영지도사),741401,1,11,2024년 1차,2024-08
2023-06,유한회사경제개혁연구소,101864,1,4,0,0,1250620,2009-05-09,,,경영 컨설팅업(경영지도사),741401,1,11,2024년 1차,2024-08
2023-07,유한회사경제개혁연구소,101864,1,4,0,0,1250620,2009-05-09,,,경영 컨설팅업(경영지도사),741401,1,11,2024년 1차,2024-08
2023-08,유한회사경제개혁연구소,101864,1,4,0,0,1323240,2009-05-09,,,경영 컨설팅업(경영지도사),741401,1,11,2024년 1차,2024-08
2023-09,유한회사경제개혁연구소,101864,1,4,0,1,1323240,2009-05-09,,,경영 컨설팅업(경영지도사),741401,1,11,2024년 1차,2024-08
2023-10,유한회사경제개혁연구소,101864,1,3,0,0,983940,2009-05-09,,,경영 컨설팅업(경영지도사),741401,1,11,2024년 1차,2024-08
2023-11,유한회사경제개혁연구소,101864,1,3,0,0,983940,2009-05-09,,,경영 컨설팅업(경영지도사),741401,1,11,2024년 1차,2024-08
2023-12,유한회사경제개혁연구소,101864,1,3,0,0,983940,2009-05-09,,,경영 컨설팅업(경영지도사),741401,1,11,2024년 1차,2024-08
2024-01,유한회사경제개혁연구소,101864,1,3,0,0,983940,2009-05-09,,,경영 컨설팅업(경영지도사),741401,1,11,2024년 1차,2024-08
2024-02,유한회사경제개혁연구소,101864,1,3,0,0,983940,2009-05-09,,,경영 컨설팅업(경영지도사),741401,1,11,2024년 1차,2024-08
2023-02,（주）대일냉열,101865,1,4,0,0,1334240,2010-08-01,,,,,1,11,2024년 1차,2024-08
2023-03,（주）대일냉열,101865,1,4,0,0,1334240,2010-08-01,,,,,1,11,2024년 1차,2024-08
2023-04,（주）대일냉열,101865,1,4,0,0,1334240,2010-08-01,,,,,1,11,2024년 1차,2024-08
2023-05,（주）대일냉열,101865,1,4,0,0,1334240,2010-08-01,,,,,1,11,2024년 1차,2024-08
2023-06,（주）대일냉열,101865,1,4,0,0,1334240,2010-08-01,,,,,1,11,2024년 1차,2024-08
2023-07,（주）대일냉열,101865,1,4,0,0,1334240,2010-08-01,,,,,1,11,2024년 1차,2024-08
2023-08,（주）대일냉열,101865,1,4,0,0,1201840,2010-08-01,,,,,1,11,2024년 1차,2024-08
2023-09,（주）대일냉열,101865,1,4,0,0,1201840,2010-08-01,,,,,1,11,2024년 1차,2024-08
2023-10,（주）대일냉열,101865,1,4,0,0,1201840,2010-08-01,,,,,1,11,2024년 1차,2024-08
2023-11,（주）대일냉열,101865,1,4,0,0,1201840,2010-08-01,,,,,1,11,2024년 1차,2024-08
2023-12,（주）대일냉열,101865,1,4,0,0,1201840,2010-08-01,,,,,1,11,2024년 1차,2024-08
2024-01,（주）대일냉열,101865,1,4,0,0,1201840,2010-08-01,,,,,1,11,2024년 1차,2024-08
2024-02,（주）대일냉열,101865,1,4,0,0,1201840,2010-08-01,,,,,1,11,2024년 1차,2024-08
2022-02,(주)해커스,101866,1,24,3,2,4885940,2011-05-23,,,일반 서적 출판업,221100,1,11,2023년 1차,2023-08
2022-03,(주)해커스,101866,1,25,3,2,5147200,2011-05-23,,,일반 서적 출판업,221100,1,11,2023년 1차,2023-08
2022-04,(주)해커스,101866,1,26,3,0,5269060,2011-05-23,,,일반 서적 출판업,221100,1,11,2023년 1차,2023-08
2022-05,(주)해커스,101866,1,27,1,3,5443740,2011-05-23,,,일반 서적 출판업,221100,1,11,2023년 1차,2023-08
2022-06,(주)해커스,101866,1,25,1,0,5016540,2011-05-23,,,일반 서적 출판업,221100,1,11,2023년 1차,2023-08
2022-07,(주)해커스,101866,1,25,0,0,5380540,2011-05-23,,,일반 서적 출판업,221100,1,11,2023년 1차,2023-08
2022-08,(주)해커스,101866,1,26,1,0,5581500,2011-05-23,,,일반 서적 출판업,221100,1,11,2023년 1차,2023-08
2022-09,(주)해커스,101866,1,17,0,1,3452780,2011-05-23,,,일반 서적 출판업,221100,1,11,2023년 1차,2023-08
2022-10,(주)해커스,101866,1,29,2,1,6045240,2011-05-23,,,일반 서적 출판업,221100,1,11,2023년 1차,2023-08
2022-12,(주)해커스,101866,1,29,1,1,6184380,2011-05-23,,,일반 서적 출판업,221100,1,11,2023년 1차,2023-08
2023-01,(주)해커스,101866,1,28,0,2,5998440,2011-05-23,,,일반 서적 출판업,221100,1,11,2023년 1차,2023-08
2023-02,(주)해커스,101866,1,27,1,1,5724580,2011-05-23,,,일반 서적 출판업,221100,1,11,2023년 1차,2023-08
2023-02,(주)호텔더디자이너스,101868,1,5,1,1,1427940,2014-06-01,,,경영 컨설팅업,741400,1,11,2024년 1차,2024-08
2023-03,(주)호텔더디자이너스,101868,1,4,0,0,1157940,2014-06-01,,,경영 컨설팅업,741400,1,11,2024년 1차,2024-08
2023-04,(주)호텔더디자이너스,101868,1,4,0,0,1157940,2014-06-01,,,경영 컨설팅업,741400,1,11,2024년 1차,2024-08
2023-05,(주)호텔더디자이너스,101868,1,4,0,0,1157940,2014-06-01,,,경영 컨설팅업,741400,1,11,2024년 1차,2024-08
2023-06,(주)호텔더디자이너스,101868,1,4,0,0,1157940,2014-06-01,,,경영 컨설팅업,741400,1,11,2024년 1차,2024-08
2023-07,(주)호텔더디자이너스,101868,1,4,0,0,1157940,2014-06-01,,,경영 컨설팅업,741400,1,11,2024년 1차,2024-08
2023-08,(주)호텔더디자이너스,101868,1,4,0,0,1573100,2014-06-01,,,경영 컨설팅업,741400,1,11,2024년 1차,2024-08
2023-09,(주)호텔더디자이너스,101868,1,4,0,0,1573100,2014-06-01,,,경영 컨설팅업,741400,1,11,2024년 1차,2024-08
2023-10,(주)호텔더디자이너스,101868,1,4,0,0,1573100,2014-06-01,,,경영 컨설팅업,741400,1,11,2024년 1차,2024-08
2023-11,(주)호텔더디자이너스,101868,1,4,0,0,1573100,2014-06-01,,,경영 컨설팅업,741400,1,11,2024년 1차,2024-08
2023-12,(주)호텔더디자이너스,101868,1,4,0,0,1573100,2014-06-01,,,경영 컨설팅업,741400,1,11,2024년 1차,2024-08
2024-01,(주)호텔더디자이너스,101868,1,4,0,0,1573100,2014-06-01,,,경영 컨설팅업,741400,1,11,2024년 1차,2024-08
2024-02,(주)호텔더디자이너스,101868,1,4,0,0,1573100,2014-06-01,,,경영 컨설팅업,741400,1,11,2024년 1차,2024-08
2022-02,주식회사미래코포레이션（MIRAECorp．）,101868,1,3,0,0,1102860,2013-10-01,,,기타 산업용 기계 및 장비 도매업,515090,1,11,2023년 1차,2023-08
2022-03,주식회사미래코포레이션（MIRAECorp．）,101868,1,3,0,0,1102860,2013-10-01,,,기타 산업용 기계 및 장비 도매업,515090,1,11,2023년 1차,2023-08
2022-04,주식회사미래코포레이션（MIRAECorp．）,101868,1,3,0,0,1102860,2013-10-01,,,기타 산업용 기계 및 장비 도매업,515090,1,11,2023년 1차,2023-08
2022-05,주식회사미래코포레이션（MIRAECorp．）,101868,1,3,0,0,1102860,2013-10-01,,,기타 산업용 기계 및 장비 도매업,515090,1,11,2023년 1차,2023-08
2022-06,주식회사미래코포레이션（MIRAECorp．）,101868,1,3,0,0,1102860,2013-10-01,,,기타 산업용 기계 및 장비 도매업,515090,1,11,2023년 1차,2023-08
2022-07,주식회사미래코포레이션（MIRAECorp．）,101868,1,3,0,0,1267640,2013-10-01,,,기타 산업용 기계 및 장비 도매업,515090,1,11,2023년 1차,2023-08
2022-08,주식회사미래코포레이션（MIRAECorp．）,101868,1,3,0,0,1267640,2013-10-01,,,기타 산업용 기계 및 장비 도매업,515090,1,11,2023년 1차,2023-08
2022-10,주식회사미래코포레이션（MIRAECorp．）,101868,1,3,0,0,1267640,2013-10-01,,,기타 산업용 기계 및 장비 도매업,515090,1,11,2023년 1차,2023-08
2022-12,주식회사미래코포레이션（MIRAECorp．）,101868,1,3,0,0,1267640,2013-10-01,,,기타 산업용 기계 및 장비 도매업,515090,1,11,2023년 1차,2023-08
2023-01,주식회사미래코포레이션（MIRAECorp．）,101868,1,3,0,0,1267640,2013-10-01,,,기타 산업용 기계 및 장비 도매업,515090,1,11,2023년 1차,2023-08
2023-02,주식회사미래코포레이션（MIRAECorp．）,101868,1,3,0,0,1267640,2013-10-01,,,기타 산업용 기계 및 장비 도매업,515090,1,11,2023년 1차,2023-08
2023-06,（주）수인기전,101868,1,3,0,0,1229840,2013-12-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2024년 2차,2024-12
2023-07,（주）수인기전,101868,1,3,0,0,1229840,2013-12-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2024년 2차,2024-12
2023-08,（주）수인기전,101868,1,3,0,0,1335680,2013-12-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2024년 2차,2024-12
2023-09,（주）수인기전,101868,1,3,0,0,1335680,2013-12-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2024년 2차,2024-12
2023-10,（주）수인기전,101868,1,3,0,0,1335680,2013-12-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2024년 2차,2024-12
2023-11,（주）수인기전,101868,1,3,0,0,1335680,2013-12-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2024년 2차,2024-12
2023-12,（주）수인기전,101868,1,3,0,0,1335680,2013-12-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2024년 2차,2024-12
2024-01,（주）수인기전,101868,1,3,0,0,1335680,2013-12-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2024년 2차,2024-12
2024-02,（주）수인기전,101868,1,3,0,0,1335680,2013-12-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2024년 2차,2024-12
2024-03,（주）수인기전,101868,1,3,0,0,1335680,2013-12-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2024년 2차,2024-12
2024-04,（주）수인기전,101868,1,3,0,0,1335680,2013-12-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2024년 2차,2024-12
2024-05,（주）수인기전,101868,1,3,0,0,1335680,2013-12-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2024년 2차,2024-12
2024-06,（주）수인기전,101868,1,3,0,0,1335680,2013-12-01,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,515070,1,11,2024년 2차,2024-12
2022-06,사단법인한국어문회,102820,1,11,2,1,2559760,2000-02-01,,,,,1,11,2023년 2차,2023-12
2022-07,사단법인한국어문회,102820,1,10,0,0,2347440,2000-02-01,,,,,1,11,2023년 2차,2023-12
2022-08,사단법인한국어문회,102820,1,10,0,0,2347440,2000-02-01,,,,,1,11,2023년 2차,2023-12
2022-09,사단법인한국어문회,102820,1,9,0,0,2229440,2000-02-01,,,,,1,11,2023년 2차,2023-12
2022-10,사단법인한국어문회,102820,1,10,0,0,2347440,2000-02-01,,,,,1,11,2023년 2차,2023-12
2022-12,사단법인한국어문회,102820,1,10,0,0,2347440,2000-02-01,,,,,1,11,2023년 2차,2023-12
2023-01,사단법인한국어문회,102820,1,10,0,0,2347440,2000-02-01,,,,,1,11,2023년 2차,2023-12
2023-02,사단법인한국어문회,102820,1,10,0,0,2347440,2000-02-01,,,,,1,11,2023년 2차,2023-12
2023-03,사단법인한국어문회,102820,1,11,1,0,2549940,2000-02-01,,,,,1,11,2023년 2차,2023-12
2023-04,사단법인한국어문회,102820,1,11,0,0,2549940,2000-02-01,,,,,1,11,2023년 2차,2023-12
2023-05,사단법인한국어문회,102820,1,11,0,1,2549940,2000-02-01,,,,,1,11,2023년 2차,2023-12
2023-06,사단법인한국어문회,102820,1,10,0,0,2347440,2000-02-01,,,,,1,11,2023년 2차,2023-12
2023-06,(주)쇼담테크,103860,1,7,0,0,2262140,2017-10-01,,,일반 철물 제조업,289302,1,41,2024년 2차,2024-12
2023-07,(주)쇼담테크,103860,1,7,0,0,2262140,2017-10-01,,,일반 철물 제조업,289302,1,41,2024년 2차,2024-12
2023-08,(주)쇼담테크,103860,1,8,1,0,2944860,2017-10-01,,,일반 철물 제조업,289302,1,41,2024년 2차,2024-12
2023-09,(주)쇼담테크,103860,1,8,0,1,2944860,2017-10-01,,,일반 철물 제조업,289302,1,41,2024년 2차,2024-12
2023-10,(주)쇼담테크,103860,1,7,0,0,2665860,2017-10-01,,,일반 철물 제조업,289302,1,41,2024년 2차,2024-12
2023-11,(주)쇼담테크,103860,1,7,0,0,2665860,2017-10-01,,,일반 철물 제조업,289302,1,41,2024년 2차,2024-12
2023-12,(주)쇼담테크,103860,1,7,0,0,2665860,2017-10-01,,,일반 철물 제조업,289302,1,41,2024년 2차,2024-12
2024-01,(주)쇼담테크,103860,1,7,0,0,2665860,2017-10-01,,,일반 철물 제조업,289302,1,41,2024년 2차,2024-12
2024-02,(주)쇼담테크,103860,1,7,0,0,2665860,2017-10-01,,,일반 철물 제조업,289302,1,41,2024년 2차,2024-12
2024-03,(주)쇼담테크,103860,1,7,0,0,2665860,2017-10-01,,,일반 철물 제조업,289302,1,41,2024년 2차,2024-12
2024-04,(주)쇼담테크,103860,1,7,0,0,2665860,2017-10-01,,,일반 철물 제조업,289302,1,41,2024년 2차,2024-12
2024-05,(주)쇼담테크,103860,1,8,1,0,2851260,2017-10-01,,,일반 철물 제조업,289302,1,41,2024년 2차,2024-12
2024-06,(주)쇼담테크,103860,1,8,0,0,2851260,2017-10-01,,,일반 철물 제조업,289302,1,41,2024년 2차,2024-12
2022-02,주식회사한덕유리,103870,1,4,0,0,957960,2015-08-26,,,유리 및 창호 공사업,452102,1,41,2023년 1차,2023-08
2022-03,주식회사한덕유리,103870,1,4,0,0,957960,2015-08-26,,,유리 및 창호 공사업,452102,1,41,2023년 1차,2023-08
2022-04,주식회사한덕유리,103870,1,4,0,1,957960,2015-08-26,,,유리 및 창호 공사업,452102,1,41,2023년 1차,2023-08
2022-05,주식회사한덕유리,103870,1,3,0,0,791640,2015-08-26,,,유리 및 창호 공사업,452102,1,41,2023년 1차,2023-08
2022-06,주식회사한덕유리,103870,1,4,1,0,963900,2015-08-26,,,유리 및 창호 공사업,452102,1,41,2023년 1차,2023-08
