business_id,source_business,label,gubun,t_disclose,shift,coverage,last_month,n_months_observed,turnover_avg_12m,turnover_avg_3m,turnover_max_12m,turnover_std_12m,emp_change_3m,emp_change_6m,emp_change_12m,salary_avg_12m,salary_last,salary_change_6m,salary_change_12m,replacement_avg_12m,replacement_avg_3m,replacement_min_12m,salary_drop_consecutive,turnover_momentum,zero_emp_months,emp_volatility,log_emp_count,firm_age_months,sido_code,industry_category,industry_death_rate_2023,imputed_months_count,imputed_ratio,has_missing_recent_3m
NEG_417820_2023년 1차,NEG_417820,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5220816.0,5279361.0,0.0,0.06,1.0,1.0,1.0,1,0.0,0,0.0,2.1972,373,46,금융 및 보험업,9.7,1,0.083,0
NEG_180860_2024년 1차,NEG_180860,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3509354.0,3830815.0,-0.065,0.2398,1.0769,1.0,1.0,1,0.0,0,0.095,1.9459,44,31,제조업,6.8,0,0.0,0
NEG_212861_2023년 1차,NEG_212861,0,2023년 1차,2023-08,0,0.67,2023-02,8,0.0449,0.0,0.3333,0.1108,0.0,0.0,-0.25,2318444.0,2445556.0,0.0,0.1579,0.9231,1.0,0.5,0,0.0,0,0.1452,1.3863,97,41,도매 및 소매업,13.0,5,0.417,1
NEG_607812_2024년 1차,NEG_607812,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0282,0.0667,0.2,0.0692,-0.2,-0.2,-0.2,3071765.0,3354722.0,0.0898,0.1316,1.0,0.8333,0.5,1,4.0,0,0.1155,1.6094,347,26,건설업,7.6,0,0.0,0
NEG_409814_2024년 2차,NEG_409814,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0068,0.024,0.0536,0.0155,0.12,-0.082,-0.4563,3746279.0,3832119.0,-0.0935,0.0595,19.8654,10.4167,5.25,2,14.418,0,0.3203,4.0431,25,46,건설업,7.6,0,0.0,0
NEG_142812_2024년 1차,NEG_142812,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,4783948.0,5509500.0,0.0717,0.2637,1.0769,1.0,1.0,1,0.0,0,0.0564,2.1972,168,41,BIZ_NO_MISSING,0.0,0,0.0,0
NEG_127863_2024년 2차,NEG_127863,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.041,0.0,0.2,0.0784,0.5,0.0,0.0,2879454.0,3009296.0,0.0,0.2029,1.1154,1.6667,0.5,2,0.0,0,0.1772,1.9459,155,41,BIZ_NO_MISSING,0.0,0,0.0,0
NEG_621812_2024년 1차,NEG_621812,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0162,0.0,0.1111,0.0397,-0.1111,-0.2,-0.1111,3278832.0,3585806.0,0.1424,0.1602,0.9615,1.0,0.5,0,0.0,0,0.0627,2.1972,235,26,BIZ_NO_MISSING,0.0,0,0.0,0
NEG_504817_2025년 1차,NEG_504817,0,2025년 1차,2025-08,0,0.58,2025-02,7,0.0256,0.0,0.3333,0.0925,0.0,0.0,0.0,3293083.0,3382963.0,0.0,0.0611,0.9615,1.0,0.5,0,0.0,0,0.0,1.3863,192,27,제조업,6.8,6,0.5,1
NEG_505811_2025년 1차,NEG_505811,0,2025년 1차,2025-08,0,1.08,2025-02,13,0.0158,0.0288,0.0716,0.0173,-0.0865,-0.1133,-0.17,5945080.0,6106068.0,0.0019,0.0564,0.2422,0.1593,0.0278,5,2.4299,0,0.0487,6.1203,401,47,UNKNOWN,0.0,0,0.0,0
NEG_403851_2024년 2차,NEG_403851,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4937003.0,4993926.0,0.0,0.08,1.0,1.0,1.0,0,0.0,0,0.0,1.3863,199,44,부동산업,8.9,0,0.0,0
NEG_191870_2023년 1차,NEG_191870,0,2023년 1차,2023-08,0,0.67,2023-02,8,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,2638769.0,3552000.0,0.0447,0.0,1.3077,1.3333,1.0,0,0.0,3,0.5891,1.6094,10,44,제조업,6.8,5,0.417,0
NEG_752800_2023년 2차,NEG_752800,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.1214,0.0556,0.4286,0.1509,-0.1429,0.0,0.5,1555441.0,1469148.0,-0.101,-0.0893,1.391,1.8333,0.25,1,0.3935,0,0.2034,1.9459,15,41,BIZ_NO_MISSING,0.0,1,0.083,0
NEG_784870_2024년 1차,NEG_784870,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0412,0.0787,0.2,0.0682,-0.2,-0.1111,0.6,2216976.0,2054500.0,-0.0222,-0.2523,1.3846,0.6667,0.5,1,2.6235,0,0.3011,2.1972,33,41,"수도, 하수 및 폐기물처리, 원료재생업",5.2,0,0.0,0
NEG_314818_2023년 2차,NEG_314818,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0187,0.0,0.1667,0.0493,0.0,-0.1667,-0.1667,1778183.0,1401867.0,-0.2503,-0.0917,0.9487,1.0,0.3333,1,0.0,0,0.1134,2.3979,161,30,도매 및 소매업,13.0,1,0.083,0
NEG_137818_2023년 2차,NEG_137818,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0158,0.0238,0.0714,0.03,-0.1333,-0.0714,-0.1333,3652423.0,3688923.0,0.0011,0.0512,0.9231,0.8333,0.5,1,1.7857,0,0.0697,2.6391,184,41,건설업,7.6,1,0.083,0
NEG_121864_2023년 2차,NEG_121864,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.011,0.0,0.0769,0.027,0.0,0.0,0.5556,659908.0,636032.0,0.0,-0.1231,1.2692,1.0,0.5,1,0.0,0,0.1369,2.7081,99,41,도매 및 소매업,13.0,1,0.083,0
NEG_605821_2024년 1차,NEG_605821,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0371,0.0534,0.1538,0.0523,-0.0769,0.0,-0.0769,1569553.0,1434370.0,0.0526,-0.1798,1.0641,0.8333,0.3333,2,1.6606,0,0.061,2.5649,16,46,BIZ_NO_MISSING,0.0,0,0.0,0
NEG_344810_2024년 1차,NEG_344810,0,2024년 1차,2024-08,0,0.58,2024-02,7,0.0385,0.0,0.5,0.1387,0.0,0.0,0.3333,1830829.0,1921000.0,0.0,0.1132,0.9744,1.0,0.6667,0,0.0,0,0.1466,1.6094,84,46,BIZ_NO_MISSING,0.0,6,0.5,1
NEG_271870_2023년 1차,NEG_271870,0,2023년 1차,2023-08,0,0.92,2023-02,11,0.0232,0.0704,0.1111,0.0443,-0.1,-0.1818,-0.1818,2636964.0,2889506.0,0.0646,0.2012,0.9615,0.6667,0.5,0,7.7407,0,0.0626,2.3026,92,27,제조업,6.8,2,0.167,0
NEG_329880_2024년 1차,NEG_329880,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0885,0.0833,0.25,0.1175,0.0,0.0,-0.2,1993561.0,1984000.0,-0.0063,-0.0037,0.9231,1.0,0.5,1,0.9259,0,0.1658,1.6094,43,43,건설업,7.6,0,0.0,0
NEG_314865_2023년 2차,NEG_314865,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,3163321.0,3139651.0,0.0,-0.0113,1.0769,1.0,1.0,1,0.0,0,0.0435,2.7081,113,30,BIZ_NO_MISSING,0.0,1,0.083,0
NEG_402821_2024년 2차,NEG_402821,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0598,0.0455,0.1818,0.057,0.0,0.0,-0.1852,2341040.0,2341495.0,-0.0198,0.0799,1.1462,1.2778,0.3333,1,0.7087,0,0.0716,3.1355,340,52,교육서비스업,12.9,0,0.0,0
NEG_892870_2023년 1차,NEG_892870,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2211487.0,2148593.0,0.0,0.0404,1.0,1.0,1.0,1,0.0,0,0.0,1.3863,89,29,부동산업,8.9,1,0.083,0
NEG_113811_2023년 2차,NEG_113811,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0096,0.0,0.125,0.0347,0.0,-0.125,0.0,1853392.0,1909111.0,0.029,0.1932,1.0,1.0,1.0,1,0.0,0,0.0583,2.0794,368,11,건설업,7.6,1,0.083,0
NEG_608830_2023년 2차,NEG_608830,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0541,0.0667,0.2,0.0628,0.25,0.0714,0.0714,2617909.0,2817348.0,0.0932,0.1512,1.1923,2.3889,0.3333,2,1.3251,0,0.1028,2.7726,303,48,BIZ_NO_MISSING,0.0,1,0.083,0
NEG_603814_2023년 1차,NEG_603814,0,2023년 1차,2023-08,0,0.92,2023-02,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2221595.0,2278889.0,0.0,0.0699,1.0,1.0,1.0,0,0.0,0,0.0,1.3863,235,26,도매 및 소매업,13.0,2,0.167,0
NEG_592870_2025년 1차,NEG_592870,0,2025년 1차,2025-08,0,1.08,2025-02,13,0.0866,0.1111,0.4,0.1462,-0.3333,0.3333,-0.2,3155118.0,3078667.0,-0.1292,-0.0306,1.1282,0.7778,0.3333,1,1.4014,0,0.2309,1.6094,58,41,제조업,6.8,0,0.0,0
NEG_122860_2024년 2차,NEG_122860,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0,0.0,0.0,0.0,0.0,0.1429,0.1429,3946196.0,4022472.0,0.0022,0.1336,1.0769,1.0,1.0,0,0.0,0,0.0695,2.1972,191,41,제조업,6.8,0,0.0,0
NEG_114812_2024년 1차,NEG_114812,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0585,0.0167,0.1429,0.0488,0.0,-0.0476,0.1111,3154251.0,3229056.0,-0.0126,0.0582,1.2949,1.3333,0.6667,1,0.2346,0,0.065,3.0445,227,41,"사업시설관리, 사업지원 및 임대 서비스업",12.2,0,0.0,0
NEG_314810_2024년 1차,NEG_314810,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.014,0.0303,0.0909,0.0341,-0.0909,-0.0909,0.0,1295324.0,1286600.0,0.0282,-0.3264,1.2308,0.8333,0.5,1,3.3333,0,0.0477,2.3979,433,30,운수 및 창고업,8.8,0,0.0,0
NEG_624870_2023년 2차,NEG_624870,0,2023년 2차,2023-12,0,0.92,2023-06,11,0.0154,0.0,0.2,0.0555,0.0,0.0,0.0,2251745.0,2271444.0,0.0,0.0286,1.1154,1.0,0.5,1,0.0,0,0.1037,1.6094,62,46,건설업,7.6,2,0.167,0
NEG_239880_2023년 1차,NEG_239880,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.041,0.0556,0.2,0.0784,0.2,0.2,0.2,3219111.0,3043481.0,-0.1329,-0.0347,1.1154,1.1667,0.5,2,1.5152,0,0.1944,1.9459,49,44,도매 및 소매업,13.0,1,0.083,0
NEG_773880_2023년 2차,NEG_773880,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3554121.0,3547667.0,0.0,0.0097,1.0,1.0,1.0,1,0.0,0,0.068,1.6094,77,41,도매 및 소매업,13.0,1,0.083,0
NEG_124817_2025년 1차,NEG_124817,0,2025년 1차,2025-08,0,1.08,2025-02,13,0.0105,0.01,0.0159,0.0073,0.0149,0.0149,0.1333,3796893.0,3905314.0,-0.0074,0.0637,1.6538,1.6667,1.0,2,0.9315,0,0.0429,4.2341,80,11,"사업시설관리, 사업지원 및 임대 서비스업",12.2,0,0.0,0
NEG_204864_2023년 1차,NEG_204864,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0154,0.0,0.2,0.0555,-0.2,-0.2,-0.2,2037035.0,1934944.0,-0.0519,-0.0449,0.9615,1.0,0.5,1,0.0,0,0.0919,1.6094,101,11,도매 및 소매업,13.0,1,0.083,0
NEG_137863_2024년 1차,NEG_137863,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0284,0.0357,0.1071,0.0411,-0.0968,0.0,-0.0667,2796448.0,2957921.0,0.0193,0.1028,1.2051,0.75,0.25,2,1.3612,0,0.0451,3.3673,129,28,제조업,6.8,0,0.0,0
NEG_377870_2023년 1차,NEG_377870,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0401,0.0787,0.2857,0.086,0.0,0.0,0.1429,2720182.0,2601083.0,-0.0543,-0.06,1.0641,0.8333,0.3333,2,2.7546,0,0.0707,2.1972,81,11,전문과학기술서비스업,9.7,1,0.083,0
NEG_128870_2024년 2차,NEG_128870,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0248,0.037,0.1111,0.0472,0.0,0.0,-0.1,2703618.0,2734494.0,-0.0631,0.2403,1.0,0.8333,0.5,1,1.7544,0,0.0553,2.3026,124,41,도매 및 소매업,13.0,0,0.0,0
NEG_135864_2024년 1차,NEG_135864,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735749.0,734963.0,0.0,-0.0023,1.0,1.0,1.0,1,0.0,0,0.0,1.3863,111,41,건설업,7.6,0,0.0,0
NEG_402810_2024년 2차,NEG_402810,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0255,0.0435,0.1304,0.0394,0.0,0.0952,0.2105,3086686.0,3123652.0,-0.0098,0.0904,1.4808,0.75,0.25,1,2.1685,0,0.0727,3.1781,437,52,도매 및 소매업,13.0,0,0.0,0
NEG_205826_2024년 1차,NEG_205826,0,2024년 1차,2024-08,0,1.0,2024-02,12,0.0256,0.0,0.3333,0.0925,0.0,0.0,0.0,3049385.0,3119333.0,0.0437,0.0359,1.0385,1.0,0.5,1,0.0,0,0.0,1.3863,191,41,BIZ_NO_MISSING,0.0,1,0.083,0
NEG_119817_2024년 1차,NEG_119817,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0323,0.0167,0.0789,0.0289,0.0256,0.0256,0.1111,3782844.0,3789822.0,-0.0684,0.0574,1.5513,2.1667,0.5,4,0.4502,0,0.0391,3.7136,229,11,"예술, 스포츠 및 여가관련 서비스업",13.5,0,0.0,0
NEG_370870_2023년 2차,NEG_370870,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0291,0.0,0.1667,0.0571,0.2,0.2,-0.3333,2644908.0,2639963.0,-0.0405,0.1418,1.0385,1.3333,0.5,1,0.0,0,0.288,1.9459,61,11,전문과학기술서비스업,9.7,1,0.083,0
NEG_785860_2024년 2차,NEG_785860,0,2024년 2차,2024-12,0,0.83,2024-06,10,0.0256,0.0,0.3333,0.0925,0.0,0.0,0.0,889675.0,900889.0,0.0,0.088,0.9615,1.0,0.5,0,0.0,0,0.0,1.3863,81,46,건설업,7.6,3,0.25,1
NEG_878860_2025년 1차,NEG_878860,0,2025년 1차,2025-08,0,1.08,2025-02,13,0.0346,0.0833,0.25,0.0851,-0.25,-0.25,-0.4,3395057.0,3706963.0,0.1149,0.0835,1.0,0.8333,0.5,2,4.1667,0,0.1463,1.3863,49,11,건설업,7.6,0,0.0,0
NEG_484880_2025년 1차,NEG_484880,0,2025년 1차,2025-08,0,0.92,2025-02,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3486803.0,4228296.0,0.0,0.0,1.0769,1.0,1.0,0,0.0,2,0.4438,1.3863,34,41,"사업시설관리, 사업지원 및 임대 서비스업",12.2,2,0.167,0
NEG_122830_2023년 1차,NEG_122830,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0407,0.0167,0.3684,0.1037,-0.05,0.0,0.0,3011217.0,3071333.0,0.0161,0.0762,1.6122,0.8333,0.125,1,0.3476,0,0.0401,2.9957,155,28,BIZ_NO_MISSING,0.0,1,0.083,0
NEG_112814_2024년 1차,NEG_112814,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0152,0.0167,0.0311,0.0102,-0.0187,-0.0368,-0.0248,4382010.0,4510661.0,0.009,0.056,1.1987,1.4722,0.5,2,1.1341,0,0.0169,5.0626,287,44,제조업,6.8,0,0.0,0
NEG_602816_2023년 1차,NEG_602816,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0059,0.0256,0.0769,0.0213,-0.0769,-0.0769,-0.0769,2989513.0,2940352.0,-0.0169,0.0262,0.9615,0.8333,0.5,1,0.0,0,0.0899,2.5649,96,26,운수 및 창고업,8.8,1,0.083,0
NEG_467880_2025년 1차,NEG_467880,0,2025년 1차,2025-08,0,0.75,2025-02,9,0.191,0.2222,0.75,0.2761,-0.25,0.0,-0.5,2818484.0,2772963.0,-0.0477,-0.0161,0.9231,0.8889,0.5,1,1.2232,0,0.2459,1.3863,22,50,숙박 및 음식점업,14.7,4,0.333,1
NEG_840870_2024년 1차,NEG_840870,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0,0.0,0.0,0.0,0.25,0.6667,0.6667,2378622.0,2269956.0,0.2271,-0.1644,1.1538,1.3333,1.0,1,0.0,0,0.2479,1.7918,18,36,제조업,6.8,0,0.0,0
NEG_105819_2023년 2차,NEG_105819,0,2023년 2차,2023-12,0,0.5,2023-06,6,0.0513,0.0,0.6667,0.1849,0.0,0.0,0.0,2485869.0,2468222.0,0.0,-0.085,0.9487,1.0,0.3333,1,0.0,0,0.0,1.3863,288,11,제조업,6.8,7,0.583,1
NEG_687860_2023년 2차,NEG_687860,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0154,0.0,0.2,0.0555,0.0,0.0,0.0,1047038.0,1068178.0,0.0389,0.0373,1.0385,1.0,0.5,1,0.0,0,0.0563,1.7918,74,30,건설업,7.6,1,0.083,0
NEG_869810_2024년 2차,NEG_869810,0,2024년 2차,2024-12,0,1.0,2024-06,12,0.1385,0.6,1.0,0.3404,-0.8,-0.7778,-0.7647,4321253.0,3359222.0,-0.267,-0.2196,1.0968,0.4196,0.0588,1,0.0,0,0.3375,1.6094,61,52,"사업시설관리, 사업지원 및 임대 서비스업",12.2,1,0.083,1
NEG_176870_2024년 1차,NEG_176870,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0607,0.0476,0.1429,0.0688,0.0,-0.2222,0.0,3436693.0,3647651.0,-0.0201,0.1342,1.0385,1.1667,0.5,1,0.7362,0,0.0881,2.0794,104,48,제조업,6.8,0,0.0,0
NEG_132821_2023년 1차,NEG_132821,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0237,0.0,0.125,0.0464,0.0,-0.0714,0.625,2248158.0,2212598.0,0.0036,0.0261,1.2692,1.0,0.5,3,0.0,0,0.2588,2.6391,70,41,도매 및 소매업,13.0,1,0.083,0
NEG_314816_2024년 1차,NEG_314816,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0474,0.15,0.25,0.0918,-0.2,-0.2,-0.3333,2648133.0,3250444.0,0.086,0.515,0.8846,0.6667,0.5,0,9.0,0,0.1262,1.6094,241,30,도매 및 소매업,13.0,0,0.0,0
NEG_407811_2024년 2차,NEG_407811,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0462,0.0667,0.2,0.0877,0.0,0.0,0.0,1971942.0,1998578.0,0.0163,0.0214,1.2692,1.1667,0.5,1,1.6667,0,0.0775,1.7918,177,52,건설업,7.6,0,0.0,0
NEG_142812_2023년 1차,NEG_142812,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0128,0.0,0.1667,0.0462,0.0,0.0,-0.1667,1892390.0,1921378.0,0.0,0.1206,0.9615,1.0,0.5,1,0.0,0,0.1188,1.7918,158,41,BIZ_NO_MISSING,0.0,1,0.083,0
NEG_895830_2023년 1차,NEG_895830,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.1427,0.1042,0.4286,0.1573,-0.1176,0.1538,0.0714,2230986.0,2051585.0,-0.1711,-0.0393,1.4938,1.6333,0.2857,2,0.6752,0,0.1254,2.7726,65,11,BIZ_NO_MISSING,0.0,1,0.083,0
NEG_132818_2024년 1차,NEG_132818,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0267,0.037,0.125,0.0509,0.1111,0.25,0.25,2562266.0,2636844.0,-0.0178,-0.0166,1.2308,1.5,0.5,1,1.5686,0,0.0904,2.3979,176,41,도매 및 소매업,13.0,0,0.0,0
NEG_306812_2023년 1차,NEG_306812,0,2023년 1차,2023-08,0,0.5,2023-02,6,0.0,0.0,0.0,0.0,0.625,1.1667,0.0,2023405.0,3571897.0,-0.2882,0.0,2.1538,4.0,1.0,3,0.0,7,1.1859,2.6391,11,11,건설업,7.6,7,0.583,0
NEG_101862_2023년 2차,NEG_101862,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4981282.0,4925333.0,0.0,0.1174,1.0,1.0,1.0,1,0.0,0,0.0,1.3863,206,11,도매 및 소매업,13.0,1,0.083,0
NEG_311811_2025년 1차,NEG_311811,0,2025년 1차,2025-08,0,1.08,2025-02,13,0.0192,0.0833,0.25,0.0693,-0.25,-0.25,-0.25,2792724.0,2695259.0,-0.041,-0.041,0.9615,0.8333,0.5,1,0.0,0,0.0976,1.3863,259,44,도매 및 소매업,13.0,0,0.0,0
NEG_211813_2024년 1차,NEG_211813,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0272,0.0,0.1176,0.0389,0.0,-0.0588,0.0667,3880819.0,4026597.0,0.0508,0.045,1.2949,1.3333,0.3333,2,0.0,0,0.0586,2.8332,422,41,건설업,7.6,0,0.0,0
NEG_751880_2024년 1차,NEG_751880,0,2024년 1차,2024-08,0,0.83,2024-02,10,0.0308,0.0,0.2,0.0751,0.0,0.0,0.0,2266598.0,2277156.0,0.0,0.0567,1.0,1.0,0.5,1,0.0,0,0.0,1.7918,39,45,건설업,7.6,3,0.25,1
NEG_752880_2023년 2차,NEG_752880,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0692,0.0667,0.25,0.109,-0.2,-0.2,0.0,2874663.0,3023722.0,0.1449,-0.089,1.1154,0.8333,0.5,2,0.9524,0,0.1335,1.6094,59,41,제조업,6.8,1,0.083,0
NEG_393810_2024년 2차,NEG_393810,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3755470.0,3781259.0,0.0,0.0464,1.0,1.0,1.0,0,0.0,0,0.0,1.3863,110,41,제조업,6.8,0,0.0,0
NEG_214854_2024년 2차,NEG_214854,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0794,0.1481,0.4444,0.1471,0.0,0.5,0.0,3722927.0,3280864.0,-0.1952,-0.0566,1.1654,0.8,0.25,2,2.5225,0,0.1405,2.3026,161,11,전문과학기술서비스업,9.7,0,0.0,0
NEG_613817_2023년 2차,NEG_613817,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0278,0.0833,0.25,0.0735,-0.125,-0.125,0.0,2514205.0,2473810.0,-0.0017,-0.0562,1.1795,1.1111,0.3333,2,7.5,0,0.2092,2.0794,104,48,도매 및 소매업,13.0,1,0.083,0
NEG_628880_2023년 1차,NEG_628880,0,2023년 1차,2023-08,0,0.83,2023-02,10,0.0335,0.0417,0.2,0.0667,-0.1111,0.0,0.0,3039331.0,3780194.0,0.0,0.0,1.6795,0.8333,0.3333,1,1.3393,2,0.5131,2.1972,51,26,건설업,7.6,3,0.25,0
NEG_749870_2024년 2차,NEG_749870,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0308,0.1333,0.4,0.1109,-0.4,-0.4,-0.25,2035490.0,1956963.0,-0.0386,-0.022,1.0256,0.7778,0.3333,1,0.0,0,0.1714,1.3863,53,11,전문과학기술서비스업,9.7,0,0.0,0
NEG_494860_2023년 1차,NEG_494860,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,1877849.0,1393222.0,-0.2681,-0.4586,1.1538,1.0,1.0,1,0.0,0,0.0976,1.6094,51,28,도매 및 소매업,13.0,1,0.083,0
NEG_605861_2025년 1차,NEG_605861,0,2025년 1차,2025-08,0,1.08,2025-02,13,0.011,0.0,0.1429,0.0396,0.0,0.0,0.1429,4877955.0,4890750.0,-0.0214,0.0132,1.1154,1.0,0.5,1,0.0,0,0.0688,2.1972,157,48,BIZ_NO_MISSING,0.0,0,0.0,0
NEG_618870_2024년 1차,NEG_618870,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0311,0.0,0.1667,0.0532,0.0909,0.0,0.0909,3234951.0,3341537.0,0.0356,0.0408,1.141,1.3333,0.3333,1,0.0,0,0.0481,2.5649,96,11,"사업시설관리, 사업지원 및 임대 서비스업",12.2,0,0.0,0
NEG_409816_2024년 2차,NEG_409816,0,2024년 2차,2024-12,0,0.75,2024-06,9,0.1564,0.4,1.0,0.2826,0.0,0.3333,0.0,2183983.0,2777500.0,-0.1996,0.0,1.2846,0.7333,0.2,2,4.8,4,0.7174,1.6094,10,29,건설업,7.6,4,0.333,0
NEG_130860_2024년 1차,NEG_130860,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0217,0.0124,0.0638,0.02,0.1429,0.1915,0.3333,3577299.0,3564337.0,-0.0453,0.0339,1.7179,2.6667,0.5,5,0.5054,0,0.1062,4.0431,240,28,제조업,6.8,0,0.0,0
NEG_137817_2024년 2차,NEG_137817,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2642098.0,2584944.0,0.0,-0.1257,1.0,1.0,1.0,1,0.0,0,0.0,1.6094,221,41,제조업,6.8,0,0.0,0
NEG_215821_2023년 2차,NEG_215821,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.016,0.0,0.0625,0.0254,0.0556,-0.05,-0.0952,3876426.0,3895287.0,-0.0087,-0.0,1.3462,1.3333,0.5,2,0.0,0,0.1634,2.9957,164,11,UNKNOWN,0.0,1,0.083,0
