business_id,source_business,label,gubun,t_disclose,shift,coverage,last_month,n_months_observed,turnover_avg_12m,turnover_avg_3m,turnover_max_12m,turnover_std_12m,emp_change_3m,emp_change_6m,emp_change_12m,salary_avg_12m,salary_last,salary_change_6m,salary_change_12m,replacement_avg_12m,replacement_avg_3m,replacement_min_12m,salary_drop_consecutive,turnover_momentum,zero_emp_months,emp_volatility,log_emp_count,firm_age_months,sido_code,industry_category,industry_death_rate_2023,imputed_months_count,imputed_ratio,has_missing_recent_3m
NEG_679880_2023년 1차,NEG_679880,0,2023년 1차,2023-08,0,0.58,2023-02,7,0.0092,0.0278,0.0833,0.0244,0.3636,0.875,0.0,1975881.0,2965304.0,-0.0712,0.0,1.4615,2.3333,1.0,2,7.7778,5,1.0239,2.7726,88,11,BIZ_NO_MISSING,0.0,6,0.5,0
NEG_723810_2024년 1차,NEG_723810,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0128,0.0,0.1667,0.0462,0.0,-0.1667,0.6667,2446985.0,2549956.0,0.0188,0.1731,1.1923,1.0,0.5,1,0.0,0,0.1785,1.7918,36,11,교육서비스업,12.9,0,0.0,0
NEG_584860_2025년 1차,NEG_584860,0,2025년 1차,2025-08,0,1.08,2025-02,13,0.0385,0.0,0.25,0.0939,-0.25,-0.25,-0.25,3372872.0,3428296.0,-0.0097,0.0443,0.9615,1.0,0.5,1,0.0,0,0.1163,1.3863,41,41,제조업,6.8,0,0.0,0
NEG_215813_2023년 2차,NEG_215813,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0085,0.037,0.1111,0.0308,0.125,0.125,0.125,3064473.0,3061383.0,-0.0106,0.1089,1.0,1.0,1.0,1,0.0,0,0.0461,2.3026,285,11,건설업,7.6,1,0.083,0
NEG_353860_2024년 1차,NEG_353860,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0206,0.0476,0.1429,0.0504,-0.1429,-0.1429,0.0,3657452.0,3263444.0,-0.0928,-0.1168,1.0769,0.8333,0.5,2,3.8095,0,0.0825,1.9459,24,41,제조업,6.8,0,0.0,0
NEG_130870_2024년 2차,NEG_130870,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0405,0.0513,0.1538,0.0556,0.3,0.3,0.1818,2524672.0,2470650.0,-0.0418,0.0148,1.2051,1.5556,0.5,1,1.3759,0,0.091,2.6391,26,41,도매 및 소매업,13.0,0,0.0,0
NEG_388880_2024년 1차,NEG_388880,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0346,0.0,0.25,0.0851,0.0,0.25,0.25,1449874.0,1366756.0,-0.0121,-0.1942,1.1538,1.3333,0.5,2,0.0,0,0.1115,1.7918,90,41,도매 및 소매업,13.0,0,0.0,0
NEG_101863_2023년 1차,NEG_101863,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.011,0.0,0.1429,0.0396,0.0,-0.1111,0.1429,3061149.0,3028944.0,0.0198,-0.0195,1.2692,1.0,0.5,1,0.0,0,0.0933,2.1972,187,11,도매 및 소매업,13.0,1,0.083,0
NEG_620820_2023년 1차,NEG_620820,0,2023년 1차,2023-08,0,0.92,2023-02,11,0.0683,0.1386,0.2,0.0702,0.0,-0.1111,0.0,2787324.0,2748611.0,0.0245,-0.0314,1.1026,0.9444,0.3333,3,2.9358,0,0.1212,2.1972,107,31,BIZ_NO_MISSING,0.0,2,0.167,0
NEG_619860_2023년 1차,NEG_619860,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0192,0.0,0.25,0.0693,0.0,0.3333,0.0,2005151.0,2003444.0,-0.0327,0.0017,0.9615,1.0,0.5,1,0.0,0,0.0976,1.6094,17,31,도매 및 소매업,13.0,1,0.083,0
NEG_210817_2024년 2차,NEG_210817,0,2024년 2차,2024-12,0,0.83,2024-06,10,0.0577,0.0,0.75,0.208,0.0,0.0,0.0,3049103.0,2737722.0,-0.1043,-0.177,1.1731,2.0,0.25,1,0.0,0,0.0,1.6094,68,41,도매 및 소매업,13.0,3,0.25,1
NEG_412820_2023년 1차,NEG_412820,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0481,0.0,0.35,0.0968,0.0,0.2353,0.05,2807303.0,2825524.0,0.0042,0.0488,1.2532,1.6667,0.125,1,0.0,0,0.1224,3.091,267,46,UNKNOWN,0.0,1,0.083,0
NEG_699870_2024년 2차,NEG_699870,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.1112,0.1157,0.3529,0.1171,-0.1111,-0.5294,-0.619,4205209.0,3608444.0,-0.1853,-0.175,1.3379,0.6667,0.1429,3,1.0539,0,0.3627,2.1972,40,30,건설업,7.6,0,0.0,0
NEG_135819_2024년 2차,NEG_135819,0,2024년 2차,2024-12,0,0.58,2024-06,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5099470.0,5185200.0,0.0,0.1204,1.0,1.0,1.0,0,0.0,0,0.0,1.7918,203,44,제조업,6.8,6,0.5,1
NEG_416812_2024년 1차,NEG_416812,0,2024년 1차,2024-08,0,0.67,2024-02,8,0.1619,0.0,1.0,0.2973,-1.0,-1.0,0.0,2834517.0,0.0,-1.0,0.0,2.4154,1.0,0.25,1,0.0,2,0.9405,0.0,14,46,건설업,7.6,5,0.417,1
NEG_123864_2024년 1차,NEG_123864,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0238,0.0556,0.1667,0.0583,-0.2857,-0.1667,-0.1667,3409981.0,3896356.0,0.1334,0.2131,1.0,0.8333,0.5,0,3.8889,0,0.0812,1.7918,112,11,전문과학기술서비스업,9.7,0,0.0,0
NEG_551870_2023년 2차,NEG_551870,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0,0.0,0.0,0.0,0.2,0.2,0.2,2726072.0,2616815.0,-0.0443,-0.0348,1.1538,1.3333,1.0,1,0.0,0,0.1188,1.9459,51,44,제조업,6.8,1,0.083,0
NEG_215863_2024년 1차,NEG_215863,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.032,0.0,0.1481,0.0453,0.037,0.1667,0.6471,4358042.0,4371516.0,-0.0116,0.067,2.0308,2.6667,0.4,3,0.0,0,0.1451,3.3673,193,11,전문과학기술서비스업,9.7,0,0.0,0
NEG_855870_2024년 1차,NEG_855870,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,2637618.0,2618978.0,0.0,-0.0594,1.1538,1.0,1.0,1,0.0,0,0.171,1.7918,59,11,교육서비스업,12.9,0,0.0,0
NEG_580850_2024년 1차,NEG_580850,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0206,0.0476,0.1429,0.0504,-0.125,-0.125,-0.125,2526056.0,2707111.0,0.0465,0.1303,0.9231,0.8333,0.5,0,3.8095,0,0.0564,2.0794,45,52,숙박 및 음식점업,14.7,0,0.0,0
NEG_304827_2025년 1차,NEG_304827,0,2025년 1차,2025-08,0,1.0,2025-02,12,0.0513,0.0,0.3333,0.1252,0.0,0.0,0.0,3344906.0,3338963.0,-0.0033,-0.0033,1.0769,1.3333,0.5,1,0.0,0,0.0,1.3863,24,28,도매 및 소매업,13.0,1,0.083,0
NEG_701850_2023년 2차,NEG_701850,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.1462,0.1,0.4,0.1402,-0.1111,-0.2,0.1429,2444356.0,2397222.0,0.0036,0.0281,1.3256,1.8333,0.4,1,0.6247,0,0.1538,2.1972,66,26,숙박 및 음식점업,14.7,1,0.083,0
NEG_131861_2024년 1차,NEG_131861,0,2024년 1차,2024-08,0,0.67,2024-02,8,0.1382,0.0,1.0,0.2836,0.0,-1.0,-1.0,1800947.0,0.0,-1.0,-1.0,0.8731,1.0,0.25,1,0.0,5,0.8446,0.0,182,28,제조업,6.8,5,0.417,1
NEG_466810_2023년 1차,NEG_466810,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0192,0.0,0.25,0.0693,0.3333,0.3333,0.3333,1459506.0,1523444.0,0.3271,0.3232,1.0769,1.3333,1.0,1,0.0,0,0.2479,1.6094,82,11,전문과학기술서비스업,9.7,1,0.083,0
NEG_744850_2023년 1차,NEG_744850,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.011,0.0,0.1429,0.0396,0.1667,0.1667,0.4,2123576.0,2235238.0,0.044,0.185,1.1154,1.3333,0.5,1,0.0,0,0.0962,2.0794,47,26,전문과학기술서비스업,9.7,1,0.083,0
NEG_443870_2024년 2차,NEG_443870,0,2024년 2차,2024-12,0,0.58,2024-06,7,0.0,0.0,0.0,0.0,0.125,0.125,0.0,1305398.0,2391889.0,-0.017,0.0,2.3846,1.6667,1.0,2,0.0,6,0.9657,2.9444,8,44,"수도, 하수 및 폐기물처리, 원료재생업",5.2,6,0.5,0
NEG_101818_2023년 1차,NEG_101818,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0441,0.0303,0.1333,0.051,0.0909,0.0909,0.0,3096219.0,3305778.0,0.0134,0.1667,1.0897,1.6667,0.5,1,0.6289,0,0.0928,2.5649,235,11,"사업시설관리, 사업지원 및 임대 서비스업",12.2,1,0.083,0
NEG_513817_2023년 2차,NEG_513817,0,2023년 2차,2023-12,0,0.92,2023-06,11,0.0154,0.0,0.2,0.0555,-0.2,-0.2,0.0,2428445.0,2456722.0,0.0386,0.0009,1.0385,1.0,0.5,1,0.0,0,0.1115,1.6094,125,47,BIZ_NO_MISSING,0.0,2,0.167,0
NEG_223810_2024년 1차,NEG_223810,0,2024년 1차,2024-08,0,0.92,2024-02,11,0.0434,0.0168,0.1538,0.043,-0.0846,-0.125,8.1538,4127436.0,4191776.0,0.0035,0.3421,6.9118,2.2857,1.0,3,0.3273,0,0.4598,4.7875,16,41,건설업,7.6,2,0.167,1
NEG_409863_2025년 1차,NEG_409863,0,2025년 1차,2025-08,0,0.58,2025-02,7,0.0577,0.0,0.5,0.1498,0.0,0.0,0.0,2279254.0,2149222.0,0.0,-0.1462,1.0641,1.0,0.3333,2,0.0,0,0.0707,1.6094,142,46,전문과학기술서비스업,9.7,6,0.5,1
NEG_105877_2023년 1차,NEG_105877,0,2023년 1차,2023-08,0,0.58,2023-02,7,0.0705,0.0,0.6667,0.192,0.0,0.6667,0.25,2440251.0,2499556.0,0.0083,0.0973,0.9103,1.0,0.3333,0,0.0,0,0.234,1.7918,120,41,도매 및 소매업,13.0,6,0.5,1
NEG_124862_2025년 1차,NEG_124862,0,2025년 1차,2025-08,0,1.0,2025-02,12,0.0256,0.1111,0.3333,0.0925,0.0,0.0,0.0,3132638.0,3642963.0,0.0075,0.4206,1.0385,1.1667,0.5,0,0.0,0,0.0,1.3863,248,41,건설업,7.6,1,0.083,1
NEG_292870_2024년 2차,NEG_292870,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0174,0.0338,0.0492,0.017,0.0702,0.1091,0.1091,3723892.0,3720579.0,-0.014,0.0517,1.2885,1.25,0.5,3,2.6928,0,0.0332,4.1271,81,11,도매 및 소매업,13.0,0,0.0,0
NEG_831860_2023년 1차,NEG_831860,0,2023년 1차,2023-08,0,0.75,2023-02,9,0.0449,0.0,0.3333,0.1108,0.0,0.0,-0.25,2473949.0,2791630.0,0.2589,0.3326,1.0,1.0,0.5,1,0.0,0,0.1191,1.3863,29,41,부동산업,8.9,4,0.333,0
NEG_218817_2023년 1차,NEG_218817,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947613.0,1915926.0,0.0,-0.0033,1.0,1.0,1.0,1,0.0,0,0.0,1.3863,35,43,건설업,7.6,1,0.083,0
NEG_181880_2024년 1차,NEG_181880,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0232,0.0,0.1333,0.0456,0.1538,0.1538,0.5,3345224.0,3618741.0,0.0133,0.1249,1.5256,1.6667,0.3333,3,0.0,0,0.1343,2.7726,47,29,전문과학기술서비스업,9.7,0,0.0,0
NEG_113852_2024년 1차,NEG_113852,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.004,0.0087,0.0132,0.0063,0.0267,0.0132,0.0405,4057266.0,4196266.0,0.0098,0.0652,1.1538,1.1667,0.5,2,3.3117,0,0.0116,4.3567,181,11,"협회 및 단체, 수리 및 기타 개인서비스업",10.0,0,0.0,0
NEG_182810_2025년 1차,NEG_182810,0,2025년 1차,2025-08,0,1.0,2025-02,12,0.0256,0.0,0.3333,0.0925,0.0,0.0,0.0,5503493.0,5163630.0,0.0,-0.1248,1.0385,1.0,0.5,1,0.0,0,0.0,1.3863,94,41,"전기, 가스, 증기 및 공기조절 공급업",2.8,1,0.083,0
NEG_120867_2023년 1차,NEG_120867,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0246,0.0256,0.0769,0.0306,0.037,0.0,-0.0345,3529905.0,3452817.0,-0.0448,-0.0195,1.3205,2.1111,0.3333,1,1.0554,0,0.0548,3.3673,223,41,금융 및 보험업,9.7,1,0.083,0
NEG_629870_2023년 1차,NEG_629870,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0202,0.0188,0.0376,0.0125,0.0905,0.1396,0.3602,3321228.0,3403534.0,-0.0051,0.0917,2.2067,2.3333,1.0,2,0.9101,0,0.1851,5.5373,81,11,교육서비스업,12.9,1,0.083,0
NEG_409816_2023년 1차,NEG_409816,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0641,0.0,0.3333,0.128,0.3333,-0.2,-0.3333,2181551.0,2320444.0,0.028,0.142,1.1282,1.6667,0.5,1,0.0,0,0.2482,1.6094,259,46,건설업,7.6,1,0.083,0
NEG_792870_2023년 2차,NEG_792870,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0154,0.0,0.2,0.0555,-0.2,-0.2,-0.2,2438773.0,2855222.0,0.0489,0.1485,0.9615,1.0,0.5,1,0.0,0,0.1024,1.6094,47,28,도매 및 소매업,13.0,1,0.083,0
NEG_117810_2023년 1차,NEG_117810,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0436,0.0556,0.2,0.0832,0.0,0.0,0.25,2737520.0,2688000.0,0.0126,0.1212,1.0385,1.0,0.5,1,1.3889,0,0.1664,1.7918,329,44,도매 및 소매업,13.0,1,0.083,0
NEG_698810_2023년 1차,NEG_698810,0,2023년 1차,2023-08,0,0.92,2023-02,11,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,1398514.0,1879444.0,0.4271,0.0,1.2308,1.0,1.0,1,0.0,2,0.4714,1.6094,17,41,전문과학기술서비스업,9.7,2,0.167,0
NEG_445880_2024년 2차,NEG_445880,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0192,0.0,0.25,0.0693,-0.25,-0.25,-0.25,439564.0,426963.0,-0.0372,-0.0361,0.9615,1.0,0.5,1,0.0,0,0.1163,1.3863,62,11,부동산업,8.9,0,0.0,0
NEG_712850_2024년 1차,NEG_712850,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0256,0.1111,0.3333,0.0925,0.0,0.0,0.0,3214684.0,3522000.0,0.1683,0.1642,0.9615,0.8333,0.5,1,0.0,0,0.0,1.3863,65,28,부동산업,8.9,0,0.0,0
NEG_126863_2025년 1차,NEG_126863,0,2025년 1차,2025-08,0,1.08,2025-02,13,0.1241,0.3056,0.6667,0.2325,-0.25,-0.25,-0.625,1737207.0,1518296.0,-0.1009,-0.4561,0.8872,0.6111,0.2,2,4.3875,0,0.3787,1.3863,175,41,건설업,7.6,0,0.0,0
NEG_127813_2023년 2차,NEG_127813,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0334,0.0417,0.1667,0.0641,-0.125,0.0,0.1667,2617115.0,2511079.0,0.0115,-0.1451,1.1923,0.8333,0.5,2,1.3462,0,0.1369,2.0794,290,41,전문과학기술서비스업,9.7,1,0.083,0
NEG_605860_2024년 2차,NEG_605860,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.007,0.0303,0.0909,0.0252,0.0,0.0,0.1111,3839435.0,4021267.0,0.0469,0.0652,1.0769,1.0,1.0,1,0.0,0,0.0408,2.3979,156,26,BIZ_NO_MISSING,0.0,0,0.0,0
NEG_404821_2025년 1차,NEG_404821,0,2025년 1차,2025-08,0,1.08,2025-02,13,0.0192,0.0,0.25,0.0693,0.0,0.0,-0.25,1313681.0,1365259.0,0.0,0.1159,0.9615,1.0,0.5,0,0.0,0,0.1452,1.3863,79,41,숙박 및 음식점업,14.7,0,0.0,0
NEG_484810_2023년 1차,NEG_484810,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2337151.0,2333333.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0,0.0,1.3863,13,11,건설업,7.6,1,0.083,0
NEG_132818_2025년 1차,NEG_132818,0,2025년 1차,2025-08,0,1.08,2025-02,13,0.0192,0.0,0.25,0.0693,0.0,0.0,-0.25,4330803.0,4589630.0,0.0,0.188,0.9615,1.0,0.5,0,0.0,0,0.1452,1.3863,184,41,"협회 및 단체, 수리 및 기타 개인서비스업",10.0,0,0.0,0
NEG_439870_2024년 1차,NEG_439870,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0167,0.0,0.1053,0.0338,0.0,0.1176,0.1176,3599706.0,3665579.0,0.0165,0.0167,1.2436,1.0,0.5,3,0.0,0,0.0599,2.9957,106,30,제조업,6.8,0,0.0,0
NEG_515813_2023년 1차,NEG_515813,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0,0.0,0.0,0.0,0.5,0.2,1.0,1502164.0,1325481.0,-0.1293,-0.2947,1.3077,1.6667,1.0,4,0.0,0,0.1751,1.9459,157,47,BIZ_NO_MISSING,0.0,1,0.083,0
NEG_329860_2024년 1차,NEG_329860,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0606,0.0,0.4545,0.15,0.25,0.25,-0.5455,2145384.0,1803156.0,-0.1002,-0.2932,0.9615,1.3333,0.1667,2,0.0,0,0.4255,1.7918,79,48,제조업,6.8,0,0.0,0
NEG_141814_2024년 1차,NEG_141814,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0,0.0,0.0,0.0,0.125,0.125,0.2857,4638850.0,4758543.0,-0.0153,0.1003,1.2308,1.3333,1.0,1,0.0,0,0.0623,2.3026,112,41,도매 및 소매업,13.0,0,0.0,0
NEG_689860_2024년 1차,NEG_689860,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0152,0.0081,0.0513,0.0191,-0.0238,0.0513,0.025,2192511.0,2207024.0,-0.0034,0.0202,1.359,1.1667,0.3333,1,0.4692,0,0.0343,3.7377,89,52,제조업,6.8,0,0.0,0
NEG_610861_2023년 2차,NEG_610861,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0154,0.0222,0.0667,0.0292,0.0714,0.0,0.0,3207480.0,3144119.0,-0.066,0.0218,1.1154,1.1667,0.5,1,1.6667,0,0.1348,2.7726,138,31,BIZ_NO_MISSING,0.0,1,0.083,0
NEG_139810_2024년 1차,NEG_139810,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0405,0.0316,0.1282,0.0361,-0.0545,-0.2,-0.1746,3473442.0,3393141.0,-0.0345,-0.0209,1.6314,0.6111,0.2,2,0.7311,0,0.1382,3.9703,433,28,제조업,6.8,0,0.0,0
NEG_616817_2023년 1차,NEG_616817,0,2023년 1차,2023-08,0,0.92,2023-02,11,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,1883573.0,1950500.0,0.0,0.2143,1.0769,1.0,1.0,1,0.0,0,0.0707,1.6094,124,50,운수 및 창고업,8.8,2,0.167,0
NEG_220810_2024년 1차,NEG_220810,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.1425,0.2019,0.4333,0.1229,-0.1667,-0.4,-0.5385,4944082.0,4666630.0,0.0543,-0.1193,1.5465,0.5238,0.0714,3,1.6184,0,0.3521,3.434,44,41,건설업,7.6,0,0.0,0
NEG_608814_2023년 2차,NEG_608814,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0346,0.0667,0.25,0.0851,0.0,0.0,0.6667,2162865.0,2151200.0,0.0,0.1844,1.0769,0.8333,0.5,1,2.6667,0,0.1344,1.7918,239,48,건설업,7.6,1,0.083,0
NEG_304811_2024년 1차,NEG_304811,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0264,0.0,0.1333,0.0441,0.0,0.0,-0.1333,2125988.0,2164889.0,-0.0427,0.0942,1.0641,1.0,0.3333,1,0.0,0,0.0649,2.6391,226,43,건설업,7.6,0,0.0,0
NEG_359820_2024년 2차,NEG_359820,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.021,0.0159,0.0459,0.0133,-0.0367,-0.0541,-0.0625,3016341.0,3025892.0,-0.0036,0.0606,0.9462,0.8889,0.3333,5,0.7054,0,0.0257,4.6634,95,26,BIZ_NO_MISSING,0.0,0,0.0,0
NEG_418820_2025년 1차,NEG_418820,0,2025년 1차,2025-08,0,1.08,2025-02,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3481439.0,3528311.0,0.0,0.0296,1.0,1.0,1.0,0,0.0,0,0.0,1.7918,188,52,"협회 및 단체, 수리 및 기타 개인서비스업",10.0,0,0.0,0
NEG_385810_2024년 2차,NEG_385810,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0192,0.0833,0.25,0.0693,-0.25,-0.25,-0.25,2756330.0,2683926.0,-0.0362,-0.0064,0.9615,0.8333,0.5,1,0.0,0,0.0976,1.3863,63,41,금융 및 보험업,9.7,0,0.0,0
NEG_126810_2023년 2차,NEG_126810,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0166,0.0223,0.0361,0.0094,-0.0271,0.0329,0.004,3784708.0,3729238.0,-0.0242,0.0735,1.1476,0.5952,0.2857,4,1.4964,0,0.022,5.5294,425,41,제조업,6.8,1,0.083,0
NEG_204800_2024년 1차,NEG_204800,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0342,0.0,0.4444,0.1233,0.0,0.0,0.0,2221366.0,2278593.0,0.0,0.0431,1.2462,1.0,0.2,1,0.0,0,0.0,2.3026,255,11,BIZ_NO_MISSING,0.0,0,0.0,0
NEG_152850_2023년 1차,NEG_152850,0,2023년 1차,2023-08,0,0.58,2023-02,7,0.1077,0.0,1.0,0.29,-1.0,-1.0,-1.0,1482120.0,0.0,-1.0,-1.0,1.0449,1.0,0.25,1,0.0,2,0.5141,0.0,19,11,숙박 및 음식점업,14.7,6,0.5,1
NEG_114862_2024년 2차,NEG_114862,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0309,0.0159,0.1,0.0327,-0.0909,0.1111,0.1111,2884247.0,2738267.0,-0.0988,-0.0165,1.2564,0.8333,0.3333,2,0.4488,0,0.0635,3.0445,261,11,도매 및 소매업,13.0,0,0.0,0
NEG_238860_2024년 2차,NEG_238860,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3391744.0,3432667.0,0.0,0.084,1.0,1.0,1.0,0,0.0,0,0.0,1.3863,28,44,건설업,7.6,0,0.0,0
NEG_106818_2023년 1차,NEG_106818,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0085,0.0,0.1111,0.0308,0.0,0.0,0.0,2938644.0,2675136.0,0.0,-0.158,1.0385,1.0,0.5,3,0.0,0,0.0425,2.3026,94,11,도매 및 소매업,13.0,1,0.083,0
NEG_508826_2023년 2차,NEG_508826,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0209,0.0136,0.1224,0.0343,0.1667,0.0208,0.0652,2136324.0,2075238.0,-0.0122,0.0112,1.5733,3.2222,0.2857,2,0.5906,0,0.0555,3.912,172,47,BIZ_NO_MISSING,0.0,1,0.083,0
NEG_488870_2023년 1차,NEG_488870,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2785379.0,2748593.0,0.0,0.011,1.0,1.0,1.0,1,0.0,0,0.0901,1.3863,25,11,"사업시설관리, 사업지원 및 임대 서비스업",12.2,1,0.083,0
NEG_163860_2024년 1차,NEG_163860,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0154,0.0,0.0714,0.0294,0.1429,0.0667,0.1429,3585894.0,3525167.0,-0.0902,0.0296,1.1538,1.6667,0.5,3,0.0,0,0.0714,2.8332,41,11,전문과학기술서비스업,9.7,0,0.0,0
NEG_508830_2023년 1차,NEG_508830,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0274,0.0,0.2727,0.0772,0.0,-0.0909,-0.0909,2108566.0,2079956.0,-0.0147,0.0903,1.2115,1.0,0.25,1,0.0,0,0.0819,2.3979,71,31,BIZ_NO_MISSING,0.0,1,0.083,0
NEG_103860_2024년 2차,NEG_103860,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0096,0.0,0.125,0.0347,0.1429,0.1429,0.1429,4069415.0,3960083.0,-0.0641,0.1029,1.1154,1.3333,0.5,1,0.0,0,0.0657,2.1972,80,41,제조업,6.8,0,0.0,0
NEG_117812_2023년 1차,NEG_117812,0,2023년 1차,2023-08,0,1.0,2023-02,12,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,2477213.0,2485444.0,0.0,0.047,1.0769,1.0,1.0,1,0.0,0,0.1021,1.6094,273,11,건설업,7.6,1,0.083,0
NEG_615860_2024년 2차,NEG_615860,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.04,0.0764,0.1667,0.0532,0.0667,-0.1111,-0.0588,3254613.0,3248028.0,-0.0005,0.094,1.2564,1.3333,0.3333,1,2.6227,0,0.0533,2.8332,129,48,BIZ_NO_MISSING,0.0,0,0.0,0
NEG_564870_2024년 2차,NEG_564870,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.1526,0.1944,0.4,0.1805,-0.25,-0.4,-0.4,2379506.0,2536963.0,0.0347,0.1098,1.0385,0.6667,0.3333,1,1.3889,0,0.1967,1.3863,87,29,"사업시설관리, 사업지원 및 임대 서비스업",12.2,0,0.0,0
NEG_113864_2024년 2차,NEG_113864,0,2024년 2차,2024-12,0,1.08,2024-06,13,0.0238,0.0,0.1667,0.0583,0.2,0.0,-0.1429,3079858.0,3159926.0,-0.0058,0.2703,1.0,1.3333,0.5,1,0.0,0,0.068,1.9459,157,41,전문과학기술서비스업,9.7,0,0.0,0
NEG_161880_2023년 2차,NEG_161880,0,2023년 2차,2023-12,0,1.0,2023-06,12,0.0282,0.0667,0.2,0.0692,0.0,0.0,-0.1667,1792067.0,1505378.0,-0.1932,-0.1464,1.0,1.1667,0.5,1,4.0,0,0.0729,1.7918,85,48,건설업,7.6,1,0.083,0
NEG_116814_2023년 2차,NEG_116814,0,2023년 2차,2023-12,0,0.58,2023-06,7,0.0769,0.0,1.0,0.2774,0.0,0.0,0.0,5045926.0,5073926.0,0.0,0.0773,1.0192,1.0,0.25,0,0.0,0,0.0,1.3863,28,11,건설업,7.6,6,0.5,1
NEG_107868_2023년 1차,NEG_107868,0,2023년 1차,2023-08,0,0.92,2023-02,11,0.0128,0.0,0.1667,0.0462,0.0,0.0,-0.1667,3094638.0,3145556.0,0.0,0.1,0.9615,1.0,0.5,0,0.0,0,0.0546,1.7918,196,11,전문과학기술서비스업,9.7,2,0.167,0
NEG_886880_2025년 1차,NEG_886880,0,2025년 1차,2025-08,0,1.08,2025-02,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3137048.0,3164296.0,0.0,0.019,1.0,1.0,1.0,0,0.0,0,0.0,1.3863,25,41,전문과학기술서비스업,9.7,0,0.0,0
NEG_226880_2024년 1차,NEG_226880,0,2024년 1차,2024-08,0,1.08,2024-02,13,0.0141,0.0099,0.0368,0.0118,0.015,-0.0074,-0.0357,2745976.0,2895786.0,-0.0072,0.1337,1.1462,2.1333,0.1667,4,0.6447,0,0.024,4.9127,25,44,제조업,6.8,0,0.0,0
